gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,Input,Symbol,Feature Type
ENSMUSG00000037185.8,37.08913553,2.528988286,0.721934785,3.503070276,0.000459928,0.001784525,ENSMUSG00000037185,ENSMUSG00000037185,Krt80,protein coding gene
ENSMUSG00000037210.16,258.5563589,3.113727497,0.28154685,11.05935831,1.97505E-28,1.97944E-26,ENSMUSG00000037210,ENSMUSG00000037210,Fam193a,protein coding gene
ENSMUSG00000037270.17,276.1946874,2.971340308,0.27171243,10.93560684,7.78832E-28,7.33385E-26,ENSMUSG00000037270,ENSMUSG00000037270,Bltp1,protein coding gene
ENSMUSG00000037318.10,16.49986942,3.480004261,1.16560081,2.985588404,0.002830333,0.008779412,ENSMUSG00000037318,ENSMUSG00000037318,Traf3ip3,protein coding gene
ENSMUSG00000037326.9,102.7206589,3.379861356,0.46058376,7.338212172,2.16466E-13,4.05442E-12,ENSMUSG00000037326,ENSMUSG00000037326,Capn15,protein coding gene
ENSMUSG00000037337.11,42.22745871,3.020362036,0.726118368,4.159600102,3.18805E-05,0.000165767,ENSMUSG00000037337,ENSMUSG00000037337,Map4k1,protein coding gene
ENSMUSG00000037341.13,17.26784632,4.355543841,1.046357492,4.162577202,3.14676E-05,0.000163918,ENSMUSG00000037341,ENSMUSG00000037341,Slc9a7,protein coding gene
ENSMUSG00000037355.14,79.01349591,2.030092327,0.407574842,4.980906857,6.3287E-07,4.66701E-06,ENSMUSG00000037355,ENSMUSG00000037355,Uvssa,protein coding gene
ENSMUSG00000037395.15,67.4672487,2.047590077,0.431289017,4.747605429,2.05839E-06,1.37477E-05,ENSMUSG00000037395,ENSMUSG00000037395,Rcor3,protein coding gene
ENSMUSG00000037411.10,4.273160963,5.429933475,1.936005206,2.804710162,0.005036184,0.014467001,ENSMUSG00000037411,ENSMUSG00000037411,Serpine1,protein coding gene
ENSMUSG00000037416.12,161.5740211,2.744138375,0.325091078,8.441137156,3.14265E-17,9.79391E-16,ENSMUSG00000037416,ENSMUSG00000037416,Dmxl1,protein coding gene
ENSMUSG00000037426.17,58.98715763,2.013947777,0.472100998,4.265925696,1.99075E-05,0.000108413,ENSMUSG00000037426,ENSMUSG00000037426,Depdc5,protein coding gene
ENSMUSG00000037465.9,77.317889,2.197866757,0.423590201,5.188662887,2.11809E-07,1.68445E-06,ENSMUSG00000037465,ENSMUSG00000037465,Klf10,protein coding gene
ENSMUSG00000037486.17,175.3415778,2.203635831,0.305825171,7.205541064,5.78138E-13,1.01831E-11,ENSMUSG00000037486,ENSMUSG00000037486,Asxl2,protein coding gene
ENSMUSG00000037541.20,163.1698787,2.980851256,0.382312466,7.796897886,6.34475E-15,1.44789E-13,ENSMUSG00000037541,ENSMUSG00000037541,Shank2,protein coding gene
ENSMUSG00000037552.17,81.25403444,2.302587443,0.423698469,5.434495541,5.49517E-08,4.80001E-07,ENSMUSG00000037552,ENSMUSG00000037552,Plekhg2,protein coding gene
ENSMUSG00000037646.9,359.1152587,2.556625937,0.254842788,10.03216909,1.10072E-23,6.61897E-22,ENSMUSG00000037646,ENSMUSG00000037646,Vps13b,protein coding gene
ENSMUSG00000037652.15,242.253525,2.291437367,0.319024398,7.182639887,6.8378E-13,1.19334E-11,ENSMUSG00000037652,ENSMUSG00000037652,Phc3,protein coding gene
ENSMUSG00000037674.15,124.5358395,2.035408493,0.374886978,5.429392355,5.65462E-08,4.92925E-07,ENSMUSG00000037674,ENSMUSG00000037674,Rfx7,protein coding gene
ENSMUSG00000037679.8,113.4272444,2.804682741,0.419923313,6.679035561,2.4052E-11,3.4668E-10,ENSMUSG00000037679,ENSMUSG00000037679,Inf2,protein coding gene
ENSMUSG00000037692.14,167.2936813,3.096934855,0.3600546,8.601292293,7.88235E-18,2.64878E-16,ENSMUSG00000037692,ENSMUSG00000037692,Ahdc1,protein coding gene
ENSMUSG00000037731.5,46.25035612,2.54424495,0.722731196,3.520319815,0.000431027,0.001685507,ENSMUSG00000037731,ENSMUSG00000037731,Themis2,protein coding gene
ENSMUSG00000037791.15,259.2224054,2.299642274,0.305710201,7.522294848,5.3823E-14,1.09421E-12,ENSMUSG00000037791,ENSMUSG00000037791,Phf12,protein coding gene
ENSMUSG00000037876.16,150.0934584,2.114751657,0.30515352,6.930123745,4.20473E-12,6.68466E-11,ENSMUSG00000037876,ENSMUSG00000037876,Jmjd1c,protein coding gene
ENSMUSG00000037890.13,16.16743396,2.206842828,0.791077906,2.789665607,0.00527625,0.015040649,ENSMUSG00000037890,ENSMUSG00000037890,Wdr19,protein coding gene
ENSMUSG00000037926.15,143.7533467,2.602803113,0.343442665,7.578566606,3.49394E-14,7.32018E-13,ENSMUSG00000037926,ENSMUSG00000037926,Ssh2,protein coding gene
ENSMUSG00000037944.8,17.00347321,2.665807612,1.148936587,2.320239117,0.020327946,0.047310911,ENSMUSG00000037944,ENSMUSG00000037944,Ccr7,protein coding gene
ENSMUSG00000037962.7,12.37534235,2.866727708,0.982746889,2.917056001,0.003533523,0.010630623,ENSMUSG00000037962,ENSMUSG00000037962,Rflna,protein coding gene
ENSMUSG00000037990.18,11.60555891,6.878192548,1.669745767,4.119305275,3.80016E-05,0.000193716,ENSMUSG00000037990,ENSMUSG00000037990,Sh3rf3,protein coding gene
ENSMUSG00000037991.9,3.519330253,5.13021734,2.11445954,2.426254673,0.015255561,0.03727542,ENSMUSG00000037991,ENSMUSG00000037991,Rmi2,protein coding gene
ENSMUSG00000037995.15,26.30409516,2.10355273,0.643562945,3.268604488,0.001080793,0.003810455,ENSMUSG00000037995,ENSMUSG00000037995,Igsf9,protein coding gene
ENSMUSG00000038002.8,142.4834869,2.699128094,0.40675678,6.635729814,3.22901E-11,4.53968E-10,ENSMUSG00000038002,ENSMUSG00000038002,Cramp1,protein coding gene
ENSMUSG00000038011.15,5.888197574,4.448817004,1.746736361,2.54693101,0.010867492,0.028028152,ENSMUSG00000038011,ENSMUSG00000038011,Dnah10,protein coding gene
ENSMUSG00000038056.15,729.5011977,3.529884383,0.263648265,13.38861223,7.04855E-41,2.11926E-38,ENSMUSG00000038056,ENSMUSG00000038056,Kmt2c,protein coding gene
ENSMUSG00000038060.15,13.90143959,4.193935647,1.16660679,3.594986487,0.000324408,0.001314974,ENSMUSG00000038060,ENSMUSG00000038060,Dlec1,protein coding gene
ENSMUSG00000038119.14,229.1977494,2.813627031,0.342222595,8.221628473,2.00758E-16,5.60358E-15,ENSMUSG00000038119,ENSMUSG00000038119,Cdon,protein coding gene
ENSMUSG00000038143.15,155.3581797,2.483897683,0.306189341,8.112293118,4.96733E-16,1.3178E-14,ENSMUSG00000038143,ENSMUSG00000038143,Stox2,protein coding gene
ENSMUSG00000038151.12,8.64876752,2.879840196,1.135560074,2.536052703,0.011210986,0.028668141,ENSMUSG00000038151,ENSMUSG00000038151,Prdm1,protein coding gene
ENSMUSG00000038168.5,4.569753838,5.511470117,1.903984347,2.894703481,0.003795168,0.011355027,ENSMUSG00000038168,ENSMUSG00000038168,P3h2,protein coding gene
ENSMUSG00000038179.13,9.726743585,3.078043433,1.165047921,2.641988691,0.008242081,0.022186087,ENSMUSG00000038179,ENSMUSG00000038179,Slamf7,protein coding gene
ENSMUSG00000038181.16,226.2819369,2.575629101,0.287052378,8.9726799,2.89386E-19,1.14803E-17,ENSMUSG00000038181,ENSMUSG00000038181,Chpf2,protein coding gene
ENSMUSG00000038233.8,14.04191978,2.509165227,0.891953357,2.813112601,0.004906447,0.014158096,ENSMUSG00000038233,ENSMUSG00000038233,Gask1a,protein coding gene
ENSMUSG00000038244.13,245.830301,2.305757461,0.283014389,8.147138622,3.72636E-16,1.00889E-14,ENSMUSG00000038244,ENSMUSG00000038244,Mical2,protein coding gene
ENSMUSG00000038246.6,4.126292242,5.351792329,2.050922337,2.609456356,0.009068621,0.024097935,ENSMUSG00000038246,ENSMUSG00000038246,Fam50b,protein coding gene
ENSMUSG00000038253.6,16.47735417,2.654426404,0.885533359,2.99754535,0.002721634,0.008475987,ENSMUSG00000038253,ENSMUSG00000038253,Hoxa5,protein coding gene
ENSMUSG00000038256.15,78.49821719,2.069219219,0.384788863,5.377544465,7.55086E-08,6.47681E-07,ENSMUSG00000038256,ENSMUSG00000038256,Bcl9,protein coding gene
ENSMUSG00000038331.15,10.27547517,3.153286956,1.079348508,2.921472475,0.003483811,0.010502295,ENSMUSG00000038331,ENSMUSG00000038331,Satb2,protein coding gene
ENSMUSG00000038352.15,18.03966221,2.380665967,0.771372751,3.086271798,0.002026835,0.006532987,ENSMUSG00000038352,ENSMUSG00000038352,Arl5c,protein coding gene
ENSMUSG00000038368.16,74.06536943,2.239828409,0.408171116,5.487474049,4.07722E-08,3.62989E-07,ENSMUSG00000038368,ENSMUSG00000038368,Focad,protein coding gene
ENSMUSG00000038369.14,277.4485086,2.915296665,0.267812364,10.885594,1.35016E-27,1.24403E-25,ENSMUSG00000038369,ENSMUSG00000038369,Ncoa6,protein coding gene
ENSMUSG00000038371.15,151.6611751,2.098250261,0.334696728,6.269108966,3.6312E-10,4.37942E-09,ENSMUSG00000038371,ENSMUSG00000038371,Sbf2,protein coding gene
ENSMUSG00000038384.16,720.7726011,3.038565145,0.238301459,12.7509297,3.08049E-37,6.211E-35,ENSMUSG00000038384,ENSMUSG00000038384,Setd1b,protein coding gene
ENSMUSG00000038418.7,46.55899265,2.477566172,0.545627398,4.540765697,5.60503E-06,3.4209E-05,ENSMUSG00000038418,ENSMUSG00000038418,Egr1,protein coding gene
ENSMUSG00000038456.9,38.51361277,2.608053078,0.619097223,4.212671258,2.52368E-05,0.000134528,ENSMUSG00000038456,ENSMUSG00000038456,Dennd2a,protein coding gene
ENSMUSG00000038463.8,31.82766237,2.498686711,0.715542231,3.492018502,0.000479385,0.001851776,ENSMUSG00000038463,ENSMUSG00000038463,Olfml2b,protein coding gene
ENSMUSG00000038473.14,21.803536,7.768987711,1.564354049,4.966259215,6.82567E-07,4.99267E-06,ENSMUSG00000038473,ENSMUSG00000038473,Nos1ap,protein coding gene
ENSMUSG00000038540.14,49.36319733,8.944362378,1.51231521,5.914350607,3.33187E-09,3.49032E-08,ENSMUSG00000038540,ENSMUSG00000038540,Tmc3,protein coding gene
ENSMUSG00000038569.13,10.5617767,2.695567158,1.046131058,2.576701205,0.009974813,0.0260592,ENSMUSG00000038569,ENSMUSG00000038569,Rad9b,protein coding gene
ENSMUSG00000038582.15,80.20355632,2.527051562,0.426059912,5.931211758,3.00707E-09,3.16945E-08,ENSMUSG00000038582,ENSMUSG00000038582,Pptc7,protein coding gene
ENSMUSG00000038594.8,14.63724341,7.208086751,1.616376059,4.459411972,8.21848E-06,4.84514E-05,ENSMUSG00000038594,ENSMUSG00000038594,Cep85l,protein coding gene
ENSMUSG00000038608.15,67.99581655,3.606340821,0.636570413,5.665266166,1.46796E-08,1.41137E-07,ENSMUSG00000038608,ENSMUSG00000038608,Dock10,protein coding gene
ENSMUSG00000038623.9,20.58370214,2.495270474,0.875201575,2.851080875,0.004357089,0.012797221,ENSMUSG00000038623,ENSMUSG00000038623,Tm6sf1,protein coding gene
ENSMUSG00000038663.7,4.317345117,5.430374208,2.060427309,2.635557287,0.008399925,0.02253215,ENSMUSG00000038663,ENSMUSG00000038663,Fsd2,protein coding gene
ENSMUSG00000038664.16,329.9542672,2.657471561,0.263736007,10.07625616,7.03559E-24,4.35293E-22,ENSMUSG00000038664,ENSMUSG00000038664,Herc1,protein coding gene
ENSMUSG00000038677.13,16.4495835,2.7507117,0.980935542,2.804171714,0.005044603,0.014486307,ENSMUSG00000038677,ENSMUSG00000038677,Scube3,protein coding gene
ENSMUSG00000038679.16,36.70053921,3.485797885,0.669571476,5.206013112,1.92941E-07,1.54371E-06,ENSMUSG00000038679,ENSMUSG00000038679,Trps1,protein coding gene
ENSMUSG00000038725.12,200.86248,3.232274931,0.487239546,6.633851788,3.27038E-11,4.59408E-10,ENSMUSG00000038725,ENSMUSG00000038725,Pkhd1l1,protein coding gene
ENSMUSG00000038738.15,1127.639513,3.408083909,0.282959294,12.04443178,2.07501E-33,3.11944E-31,ENSMUSG00000038738,ENSMUSG00000038738,Shank1,protein coding gene
ENSMUSG00000038773.10,165.8902148,2.059643377,0.314992209,6.538712134,6.20508E-11,8.40654E-10,ENSMUSG00000038773,ENSMUSG00000038773,Kdm3b,protein coding gene
ENSMUSG00000038866.15,204.9356006,2.148484549,0.27414176,7.837129764,4.60962E-15,1.07923E-13,ENSMUSG00000038866,ENSMUSG00000038866,Zcchc2,protein coding gene
ENSMUSG00000038872.9,576.526678,4.421316546,0.280046806,15.78777706,3.77656E-56,3.23613E-53,ENSMUSG00000038872,ENSMUSG00000038872,Zfhx3,protein coding gene
ENSMUSG00000038894.7,126.9756731,3.694585876,0.443019382,8.339558102,7.45687E-17,2.19204E-15,ENSMUSG00000038894,ENSMUSG00000038894,Irs2,protein coding gene
ENSMUSG00000038914.15,219.8988513,2.066265549,0.273067356,7.566871346,3.8232E-14,7.96137E-13,ENSMUSG00000038914,ENSMUSG00000038914,Dido1,protein coding gene
ENSMUSG00000039087.16,361.9728201,3.162035749,0.310857278,10.17198556,2.64462E-24,1.70389E-22,ENSMUSG00000039087,ENSMUSG00000039087,Rreb1,protein coding gene
ENSMUSG00000039115.13,70.93172961,2.010638906,0.45701308,4.39952158,1.0849E-05,6.23716E-05,ENSMUSG00000039115,ENSMUSG00000039115,Itga9,protein coding gene
ENSMUSG00000039137.18,262.1312844,2.174139109,0.325284741,6.683802948,2.3282E-11,3.36431E-10,ENSMUSG00000039137,ENSMUSG00000039137,Whrn,protein coding gene
ENSMUSG00000039158.11,134.3053078,3.626642447,0.551860041,6.571670679,4.97538E-11,6.85435E-10,ENSMUSG00000039158,ENSMUSG00000039158,Akna,protein coding gene
ENSMUSG00000039205.16,227.8528402,2.271358207,0.302890218,7.498948711,6.43317E-14,1.28648E-12,ENSMUSG00000039205,ENSMUSG00000039205,Ciz1,protein coding gene
ENSMUSG00000039218.16,4284.464576,3.017178978,0.195274052,15.45099795,7.42844E-54,5.78675E-51,ENSMUSG00000039218,ENSMUSG00000039218,Srrm2,protein coding gene
ENSMUSG00000039262.16,764.3603549,2.321429951,0.222154688,10.44961045,1.47128E-25,1.07756E-23,ENSMUSG00000039262,ENSMUSG00000039262,Prrc2b,protein coding gene
ENSMUSG00000039286.12,464.715502,2.658277145,0.246608027,10.77936181,4.30865E-27,3.7483E-25,ENSMUSG00000039286,ENSMUSG00000039286,Fndc3b,protein coding gene
ENSMUSG00000039384.8,9.659217352,2.488513529,1.005774052,2.474227214,0.013352475,0.033333534,ENSMUSG00000039384,ENSMUSG00000039384,Dusp10,protein coding gene
ENSMUSG00000039410.16,163.8929369,2.422747978,0.325166211,7.450798687,9.27768E-14,1.82132E-12,ENSMUSG00000039410,ENSMUSG00000039410,Prdm16,protein coding gene
ENSMUSG00000039462.4,8.936878517,6.499992086,1.715929942,3.788028827,0.000151847,0.000671828,ENSMUSG00000039462,ENSMUSG00000039462,Col10a1,protein coding gene
ENSMUSG00000039477.16,515.1567463,3.347590041,0.240073621,13.94401445,3.42142E-44,1.33264E-41,ENSMUSG00000039477,ENSMUSG00000039477,Tnrc18,protein coding gene
ENSMUSG00000039501.14,151.389786,2.429134409,0.361904577,6.712085345,1.91862E-11,2.8083E-10,ENSMUSG00000039501,ENSMUSG00000039501,Znfx1,protein coding gene
ENSMUSG00000039521.12,3.355829859,5.091545054,2.066048737,2.46438768,0.013724757,0.034087987,ENSMUSG00000039521,ENSMUSG00000039521,Foxp3,protein coding gene
ENSMUSG00000039577.17,7.544562906,3.911031264,1.449770171,2.697690532,0.006982232,0.019210384,ENSMUSG00000039577,ENSMUSG00000039577,Nphp4,protein coding gene
ENSMUSG00000039578.16,56.67763817,2.014332932,0.506241192,3.978998476,6.92062E-05,0.000330851,ENSMUSG00000039578,ENSMUSG00000039578,Ccser1,protein coding gene
ENSMUSG00000039585.15,356.9196484,3.605378624,0.270430541,13.331995,1.5081E-40,4.38065E-38,ENSMUSG00000039585,ENSMUSG00000039585,Myo9a,protein coding gene
ENSMUSG00000039607.15,73.68301417,2.180613083,0.503253896,4.333027721,1.47073E-05,8.22627E-05,ENSMUSG00000039607,ENSMUSG00000039607,Rbms3,protein coding gene
ENSMUSG00000039621.13,109.7627651,3.025778992,0.529882376,5.710284267,1.12788E-08,1.10518E-07,ENSMUSG00000039621,ENSMUSG00000039621,Prex1,protein coding gene
ENSMUSG00000039633.6,18.51042688,2.213299482,0.903132919,2.450690741,0.01425824,0.035215119,ENSMUSG00000039633,ENSMUSG00000039633,Lonrf1,protein coding gene
ENSMUSG00000039683.16,16.24843274,2.215222012,0.786809413,2.8154493,0.004870908,0.014065312,ENSMUSG00000039683,ENSMUSG00000039683,Sdk1,protein coding gene
ENSMUSG00000039699.13,6.303356456,3.670590077,1.564351109,2.346397848,0.018955862,0.044624389,ENSMUSG00000039699,ENSMUSG00000039699,Batf2,protein coding gene
ENSMUSG00000039704.6,32.38860922,4.431359468,0.81492592,5.437745147,5.39591E-08,4.72052E-07,ENSMUSG00000039704,ENSMUSG00000039704,Lmbrd2,protein coding gene
ENSMUSG00000039738.16,79.0461144,2.15851698,0.387882768,5.564869482,2.62349E-08,2.41079E-07,ENSMUSG00000039738,ENSMUSG00000039738,Slx4,protein coding gene
ENSMUSG00000039741.15,117.7435078,2.675767189,0.440059938,6.080460772,1.19838E-09,1.34498E-08,ENSMUSG00000039741,ENSMUSG00000039741,Bahcc1,protein coding gene
ENSMUSG00000039834.17,263.2937331,4.54496734,0.336638588,13.50102902,1.54207E-41,4.71929E-39,ENSMUSG00000039834,ENSMUSG00000039834,Zfp335,protein coding gene
ENSMUSG00000039835.16,169.5983014,2.373497189,0.31586767,7.514213752,5.7254E-14,1.15846E-12,ENSMUSG00000039835,ENSMUSG00000039835,Nhsl1,protein coding gene
ENSMUSG00000039840.7,118.5252449,2.205336468,0.340264332,6.48124491,9.09689E-11,1.19741E-09,ENSMUSG00000039840,ENSMUSG00000039840,Epg5,protein coding gene
ENSMUSG00000039851.11,3.151000744,4.957548381,2.136217568,2.320713235,0.020302326,0.047261785,ENSMUSG00000039851,ENSMUSG00000039851,Epcip,protein coding gene
ENSMUSG00000039852.16,589.2063982,2.084103036,0.224490726,9.283693225,1.63704E-20,7.26827E-19,ENSMUSG00000039852,ENSMUSG00000039852,Rere,protein coding gene
ENSMUSG00000039853.18,11.07481397,4.509336955,1.482997431,3.040691009,0.002360359,0.007485536,ENSMUSG00000039853,ENSMUSG00000039853,Trim14,protein coding gene
ENSMUSG00000039879.8,73.31553329,2.179203555,0.50437566,4.320596188,1.55608E-05,8.6613E-05,ENSMUSG00000039879,ENSMUSG00000039879,Heca,protein coding gene
ENSMUSG00000039911.13,35.31860677,2.296361707,0.633306381,3.625988582,0.000287858,0.001181915,ENSMUSG00000039911,ENSMUSG00000039911,Spsb1,protein coding gene
ENSMUSG00000039936.18,93.87622275,2.961917741,0.471250351,6.2852319,3.27365E-10,3.97899E-09,ENSMUSG00000039936,ENSMUSG00000039936,Pik3cd,protein coding gene
ENSMUSG00000039959.12,97.703916,2.456833236,0.556758153,4.412747657,1.02067E-05,5.89758E-05,ENSMUSG00000039959,ENSMUSG00000039959,Hip1,protein coding gene
ENSMUSG00000039997.16,69.61198536,2.29455571,0.598660013,3.832819397,0.000126683,0.000571276,ENSMUSG00000039997,ENSMUSG00000039997,Ifi203,protein coding gene
ENSMUSG00000040003.18,9.942033986,2.513329804,0.998823431,2.516290393,0.011859742,0.030098069,ENSMUSG00000040003,ENSMUSG00000040003,Magi2,protein coding gene
ENSMUSG00000040054.15,395.3773923,2.372808352,0.310573917,7.640076076,2.17093E-14,4.661E-13,ENSMUSG00000040054,ENSMUSG00000040054,Baz2a,protein coding gene
ENSMUSG00000040061.17,18.12213132,2.087005971,0.883099927,2.363272725,0.018114334,0.043057344,ENSMUSG00000040061,ENSMUSG00000040061,Plcb2,protein coding gene
ENSMUSG00000040152.8,177.5384784,2.399339069,0.371107652,6.465345182,1.01068E-10,1.32121E-09,ENSMUSG00000040152,ENSMUSG00000040152,Thbs1,protein coding gene
ENSMUSG00000040225.15,434.4440234,2.831533222,0.251146977,11.27440693,1.75558E-29,1.97941E-27,ENSMUSG00000040225,ENSMUSG00000040225,Prrc2c,protein coding gene
ENSMUSG00000040247.5,27.62796703,2.06023421,0.838160352,2.458043029,0.013969644,0.034632106,ENSMUSG00000040247,ENSMUSG00000040247,Tbc1d10c,protein coding gene
ENSMUSG00000040249.15,2256.142562,3.964879739,0.286557442,13.83624768,1.5404E-43,5.6169E-41,ENSMUSG00000040249,ENSMUSG00000040249,Lrp1,protein coding gene
ENSMUSG00000040260.7,12.65931787,2.682443542,1.113250891,2.409558854,0.01597182,0.038727369,ENSMUSG00000040260,ENSMUSG00000040260,Daam2,protein coding gene
ENSMUSG00000040265.16,18.15555078,3.323163181,0.870961398,3.815511445,0.000135901,0.00060859,ENSMUSG00000040265,ENSMUSG00000040265,Dnm3,protein coding gene
ENSMUSG00000040270.16,25.98730813,3.452203939,0.920113644,3.751932124,0.000175477,0.00076328,ENSMUSG00000040270,ENSMUSG00000040270,Bach2,protein coding gene
ENSMUSG00000040339.10,62.18578081,2.087873099,0.504420764,4.139149789,3.48595E-05,0.00017946,ENSMUSG00000040339,ENSMUSG00000040339,Eeig2,protein coding gene
ENSMUSG00000040372.2,4.675293838,5.523103448,2.009293784,2.748778448,0.00598178,0.01684452,ENSMUSG00000040372,ENSMUSG00000040372,Gpr63,protein coding gene
ENSMUSG00000040407.17,305.1110687,2.342943411,0.276694423,8.467620656,2.50456E-17,7.8903E-16,ENSMUSG00000040407,ENSMUSG00000040407,Akap9,protein coding gene
ENSMUSG00000040428.19,21.66689728,2.268429466,0.704870817,3.218220149,0.001289888,0.004437193,ENSMUSG00000040428,ENSMUSG00000040428,Plekha4,protein coding gene
ENSMUSG00000040433.16,167.2013158,2.621909604,0.336790274,7.784992042,6.97176E-15,1.58045E-13,ENSMUSG00000040433,ENSMUSG00000040433,Zbtb38,protein coding gene
ENSMUSG00000040481.17,385.7649323,2.031881313,0.292468027,6.947362198,3.72179E-12,5.95001E-11,ENSMUSG00000040481,ENSMUSG00000040481,Bptf,protein coding gene
ENSMUSG00000040485.5,4.503207597,5.485267001,1.913327507,2.866873016,0.004145493,0.012270373,ENSMUSG00000040485,ENSMUSG00000040485,Lrrc52,protein coding gene
ENSMUSG00000040524.9,153.2725048,3.040058821,0.3453112,8.803823407,1.32232E-18,4.94803E-17,ENSMUSG00000040524,ENSMUSG00000040524,Zfp609,protein coding gene
ENSMUSG00000040560.9,121.7671329,2.035910027,0.341300326,5.965156996,2.44399E-09,2.60804E-08,ENSMUSG00000040560,ENSMUSG00000040560,Wdr7,protein coding gene
ENSMUSG00000040594.19,8.079340538,6.360279171,1.793055431,3.547173758,0.000389388,0.001546079,ENSMUSG00000040594,ENSMUSG00000040594,Ranbp17,protein coding gene
ENSMUSG00000040624.17,18.32981587,2.083422038,0.779512684,2.672723716,0.007523819,0.020476927,ENSMUSG00000040624,ENSMUSG00000040624,Plekhg1,protein coding gene
ENSMUSG00000040640.10,76.9838744,2.303614051,0.409972808,5.618943519,1.92129E-08,1.79929E-07,ENSMUSG00000040640,ENSMUSG00000040640,Erc2,protein coding gene
ENSMUSG00000040661.6,79.7802361,2.061859872,0.439803015,4.688144017,2.75694E-06,1.79379E-05,ENSMUSG00000040661,ENSMUSG00000040661,Rad54l2,protein coding gene
ENSMUSG00000040710.10,25.86956335,2.16106813,0.721880047,2.993666523,0.00275647,0.008572018,ENSMUSG00000040710,ENSMUSG00000040710,St8sia4,protein coding gene
ENSMUSG00000040711.7,58.92003885,3.490433866,0.540474093,6.458096534,1.06028E-10,1.37869E-09,ENSMUSG00000040711,ENSMUSG00000040711,Sh3pxd2b,protein coding gene
ENSMUSG00000040712.16,315.9349706,2.148690743,0.250905212,8.563754916,1.0925E-17,3.60756E-16,ENSMUSG00000040712,ENSMUSG00000040712,Camta2,protein coding gene
ENSMUSG00000040717.5,21.19382061,2.059419784,0.720225759,2.859408675,0.004244316,0.012526104,ENSMUSG00000040717,ENSMUSG00000040717,Il17rd,protein coding gene
ENSMUSG00000040721.9,91.47626247,2.990263972,0.44066889,6.785738777,1.15494E-11,1.73019E-10,ENSMUSG00000040721,ENSMUSG00000040721,Zfhx2,protein coding gene
ENSMUSG00000040761.16,622.2662261,4.491559822,0.258508606,17.37489474,1.27841E-67,2.73867E-64,ENSMUSG00000040761,ENSMUSG00000040761,Spen,protein coding gene
ENSMUSG00000040852.5,40.43069109,2.505502089,0.594329405,4.215679161,2.49028E-05,0.000132962,ENSMUSG00000040852,ENSMUSG00000040852,Plekhh2,protein coding gene
ENSMUSG00000040865.15,265.6785968,3.030719494,0.287335222,10.54767834,5.20678E-26,3.91376E-24,ENSMUSG00000040865,ENSMUSG00000040865,Ino80d,protein coding gene
ENSMUSG00000040899.13,3.990344329,5.350451302,2.26876704,2.35830793,0.018358457,0.043504873,ENSMUSG00000040899,ENSMUSG00000040899,Ccr6,protein coding gene
ENSMUSG00000040918.12,181.353946,2.486545165,0.337762413,7.361817262,1.81423E-13,3.44704E-12,ENSMUSG00000040918,ENSMUSG00000040918,Slc19a2,protein coding gene
ENSMUSG00000040936.14,16.00958236,3.991788834,1.046897568,3.812969824,0.000137307,0.000614083,ENSMUSG00000040936,ENSMUSG00000040936,Ulk4,protein coding gene
ENSMUSG00000040943.12,115.2428196,3.36844658,0.416847781,8.0807593,6.43647E-16,1.66881E-14,ENSMUSG00000040943,ENSMUSG00000040943,Tet2,protein coding gene
ENSMUSG00000041073.10,11.32006456,4.513982715,1.377703928,3.276453398,0.001051197,0.003721423,ENSMUSG00000041073,ENSMUSG00000041073,Nacad,protein coding gene
ENSMUSG00000041112.15,37.17962525,3.904827802,0.773145833,5.050570845,4.40492E-07,3.32269E-06,ENSMUSG00000041112,ENSMUSG00000041112,Elmo1,protein coding gene
ENSMUSG00000041115.16,248.544921,2.809760126,0.285334352,9.847254996,7.04416E-23,3.87405E-21,ENSMUSG00000041115,ENSMUSG00000041115,Iqsec2,protein coding gene
ENSMUSG00000041134.15,28.08470633,2.424470421,0.711906341,3.405603072,0.000660181,0.002471964,ENSMUSG00000041134,ENSMUSG00000041134,Cyyr1,protein coding gene
ENSMUSG00000041144.10,8.589661091,4.07661092,1.394075374,2.924239963,0.003452984,0.010425872,ENSMUSG00000041144,ENSMUSG00000041144,Dnah7b,protein coding gene
ENSMUSG00000041180.13,3.860377291,5.260431152,1.991218849,2.641814663,0.008246317,0.022186087,ENSMUSG00000041180,ENSMUSG00000041180,Hectd2,protein coding gene
ENSMUSG00000041187.16,107.8058012,2.537236496,0.431710465,5.877171623,4.17335E-09,4.30861E-08,ENSMUSG00000041187,ENSMUSG00000041187,Prkd2,protein coding gene
ENSMUSG00000041202.12,29.46824671,2.610599644,0.80516859,3.242301893,0.001185683,0.004123676,ENSMUSG00000041202,ENSMUSG00000041202,Pla2g2d,protein coding gene
ENSMUSG00000041215.15,106.7760716,2.296939206,0.380209882,6.041240156,1.52934E-09,1.68228E-08,ENSMUSG00000041215,ENSMUSG00000041215,Yeats2,protein coding gene
ENSMUSG00000041235.11,238.3831981,2.524185191,0.314899692,8.015838875,1.09388E-15,2.74053E-14,ENSMUSG00000041235,ENSMUSG00000041235,Chd7,protein coding gene
ENSMUSG00000041258.16,234.4911727,3.076927213,0.283176291,10.86576564,1.6781E-27,1.52975E-25,ENSMUSG00000041258,ENSMUSG00000041258,Zfp236,protein coding gene
ENSMUSG00000041297.7,190.9053412,2.14868498,0.295318192,7.275830067,3.44297E-13,6.25722E-12,ENSMUSG00000041297,ENSMUSG00000041297,Cdk13,protein coding gene
