gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,Input,Symbol,Feature Type
ENSMUSG00000025195.8,119.4517568,4.251530679,0.457496295,9.293038499,1.49945E-20,6.70957E-19,ENSMUSG00000025195,ENSMUSG00000025195,Dnmbp,protein coding gene
ENSMUSG00000025241.15,252.678037,2.049774456,0.275351659,7.444205928,9.75293E-14,1.91024E-12,ENSMUSG00000025241,ENSMUSG00000025241,Fyco1,protein coding gene
ENSMUSG00000025255.18,72.38199129,4.906320873,0.705085946,6.958472081,3.43983E-12,5.525E-11,ENSMUSG00000025255,ENSMUSG00000025255,Zfhx4,protein coding gene
ENSMUSG00000025262.8,41.73414151,4.793411864,0.794997924,6.029464628,1.64504E-09,1.79457E-08,ENSMUSG00000025262,ENSMUSG00000025262,Fam120c,protein coding gene
ENSMUSG00000025265.14,26.71402369,2.883087713,0.657544085,4.38463029,1.16183E-05,6.64157E-05,ENSMUSG00000025265,ENSMUSG00000025265,Fgd1,protein coding gene
ENSMUSG00000025279.7,14.52376255,3.91776959,1.207651317,3.244123146,0.001178128,0.004103813,ENSMUSG00000025279,ENSMUSG00000025279,Dnase1l3,protein coding gene
ENSMUSG00000025321.14,13.08994032,2.095049987,0.868421824,2.41247966,0.015844421,0.038477536,ENSMUSG00000025321,ENSMUSG00000025321,Itgb8,protein coding gene
ENSMUSG00000025323.9,23.13974431,2.686751094,0.726529625,3.698061305,0.000217252,0.000923202,ENSMUSG00000025323,ENSMUSG00000025323,Sp4,protein coding gene
ENSMUSG00000025324.8,36.33356862,2.934465288,0.595929893,4.924178704,8.47154E-07,6.08269E-06,ENSMUSG00000025324,ENSMUSG00000025324,Atp10a,protein coding gene
ENSMUSG00000025380.2,4.068331848,5.32663114,2.041345026,2.609373268,0.009070824,0.024097935,ENSMUSG00000025380,ENSMUSG00000025380,Fscn2,protein coding gene
ENSMUSG00000025407.6,23.16305104,2.230473243,0.668574969,3.336160263,0.000849442,0.003084919,ENSMUSG00000025407,ENSMUSG00000025407,Gli1,protein coding gene
ENSMUSG00000025422.8,24.82581021,3.251449392,0.808862908,4.019778087,5.8253E-05,0.000284833,ENSMUSG00000025422,ENSMUSG00000025422,Agap2,protein coding gene
ENSMUSG00000025427.14,5.678137816,5.831792898,1.819912992,3.204435004,0.001353278,0.004621858,ENSMUSG00000025427,ENSMUSG00000025427,Ark2c,protein coding gene
ENSMUSG00000025437.15,78.06123231,4.725957698,0.604822621,7.813791238,5.5493E-15,1.28519E-13,ENSMUSG00000025437,ENSMUSG00000025437,Usp33,protein coding gene
ENSMUSG00000025507.13,15.55376057,3.224475633,0.891787484,3.615744435,0.000299486,0.001222627,ENSMUSG00000025507,ENSMUSG00000025507,Pidd1,protein coding gene
ENSMUSG00000025558.15,237.7055891,2.753759366,0.358648898,7.678148123,1.61405E-14,3.56005E-13,ENSMUSG00000025558,ENSMUSG00000025558,Dock9,protein coding gene
ENSMUSG00000025571.13,299.8563482,2.375446966,0.259257992,9.162483067,5.07166E-20,2.1784E-18,ENSMUSG00000025571,ENSMUSG00000025571,Tnrc6c,protein coding gene
ENSMUSG00000025574.13,92.13339954,2.626646185,0.370752102,7.084642729,1.39403E-12,2.35379E-11,ENSMUSG00000025574,ENSMUSG00000025574,Tk1,protein coding gene
ENSMUSG00000025735.13,8.159766804,3.662197789,1.415902644,2.586475705,0.009696301,0.025420713,ENSMUSG00000025735,ENSMUSG00000025735,Rhbdl1,protein coding gene
ENSMUSG00000025738.7,89.83702732,2.09759118,0.451390322,4.646956477,3.36868E-06,2.14779E-05,ENSMUSG00000025738,ENSMUSG00000025738,Fbxl16,protein coding gene
ENSMUSG00000025812.17,225.9059165,2.197924905,0.292047632,7.525912425,5.23534E-14,1.0656E-12,ENSMUSG00000025812,ENSMUSG00000025812,Pard3,protein coding gene
ENSMUSG00000025816.15,13.98115706,2.632269294,0.998544223,2.636106877,0.008386331,0.022502731,ENSMUSG00000025816,ENSMUSG00000025816,Sec61a2,protein coding gene
ENSMUSG00000025870.10,23.68305838,3.459257694,0.758275976,4.562003548,5.06678E-06,3.1213E-05,ENSMUSG00000025870,ENSMUSG00000025870,Arl10,protein coding gene
ENSMUSG00000025909.16,20.78022492,5.367970328,1.256744705,4.271329176,1.94311E-05,0.000106021,ENSMUSG00000025909,ENSMUSG00000025909,Sntg1,protein coding gene
ENSMUSG00000025959.13,44.16190897,5.441462232,0.857980945,6.342171424,2.26549E-10,2.81961E-09,ENSMUSG00000025959,ENSMUSG00000025959,Klf7,protein coding gene
ENSMUSG00000025997.13,57.49508751,2.585211745,0.47106495,5.488015489,4.06474E-08,3.62066E-07,ENSMUSG00000025997,ENSMUSG00000025997,Ikzf2,protein coding gene
ENSMUSG00000026012.2,4.522444241,5.530886967,2.263628659,2.443372037,0.014550729,0.03579308,ENSMUSG00000026012,ENSMUSG00000026012,Cd28,protein coding gene
ENSMUSG00000026014.15,160.6015793,3.176603925,0.352030028,9.023673175,1.81886E-19,7.40419E-18,ENSMUSG00000026014,ENSMUSG00000026014,Raph1,protein coding gene
ENSMUSG00000026077.15,71.29434348,2.812802978,0.480677533,5.8517463,4.86438E-09,4.97706E-08,ENSMUSG00000026077,ENSMUSG00000026077,Npas2,protein coding gene
ENSMUSG00000026082.11,97.96661479,2.208085982,0.399355228,5.529127516,3.21827E-08,2.92598E-07,ENSMUSG00000026082,ENSMUSG00000026082,Rev1,protein coding gene
ENSMUSG00000026113.17,177.6493995,2.204690633,0.317080631,6.953091484,3.57367E-12,5.72388E-11,ENSMUSG00000026113,ENSMUSG00000026113,Inpp4a,protein coding gene
ENSMUSG00000026117.10,5.873671101,3.565503274,1.537595862,2.318881939,0.020401439,0.047434521,ENSMUSG00000026117,ENSMUSG00000026117,Zap70,protein coding gene
ENSMUSG00000026131.17,362.2244917,3.76942362,0.32014182,11.77423061,5.29984E-32,7.04099E-30,ENSMUSG00000026131,ENSMUSG00000026131,Dst,protein coding gene
ENSMUSG00000026135.17,109.2180991,3.907424167,0.520795945,7.502792994,6.24722E-14,1.25369E-12,ENSMUSG00000026135,ENSMUSG00000026135,Zfp142,protein coding gene
ENSMUSG00000026155.13,52.6898872,2.025054742,0.548118987,3.694553171,0.000220274,0.000934882,ENSMUSG00000026155,ENSMUSG00000026155,Smap1,protein coding gene
ENSMUSG00000026185.8,1325.969017,2.056344072,0.31560672,6.515526896,7.24349E-11,9.70594E-10,ENSMUSG00000026185,ENSMUSG00000026185,Igfbp5,protein coding gene
ENSMUSG00000026193.15,1130.786582,2.462030495,0.376782599,6.534352964,6.38851E-11,8.63457E-10,ENSMUSG00000026193,ENSMUSG00000026193,Fn1,protein coding gene
ENSMUSG00000026207.16,51.84956601,3.218303433,0.626134763,5.139953288,2.74807E-07,2.14562E-06,ENSMUSG00000026207,ENSMUSG00000026207,Speg,protein coding gene
ENSMUSG00000026208.9,141.1921513,2.507908316,1.077936079,2.32658352,0.019987443,0.046674586,ENSMUSG00000026208,ENSMUSG00000026208,Des,protein coding gene
ENSMUSG00000026271.15,5.633953663,5.829200211,1.953892378,2.983378345,0.002850853,0.008835068,ENSMUSG00000026271,ENSMUSG00000026271,Gpr35,protein coding gene
ENSMUSG00000026288.14,66.76970716,2.618728717,0.596208969,4.392300107,1.12158E-05,6.42648E-05,ENSMUSG00000026288,ENSMUSG00000026288,Inpp5d,protein coding gene
ENSMUSG00000026313.15,180.0406927,2.14502702,0.291736701,7.352612875,1.94369E-13,3.66861E-12,ENSMUSG00000026313,ENSMUSG00000026313,Hdac4,protein coding gene
ENSMUSG00000026395.16,145.570715,2.687410198,1.011193996,2.657660358,0.007868515,0.021313842,ENSMUSG00000026395,ENSMUSG00000026395,Ptprc,protein coding gene
ENSMUSG00000026442.14,287.2057098,2.472464466,0.36285415,6.813934648,9.49649E-12,1.44796E-10,ENSMUSG00000026442,ENSMUSG00000026442,Nfasc,protein coding gene
ENSMUSG00000026443.3,18.9524804,2.34757973,0.859208565,2.732258297,0.006290181,0.017531487,ENSMUSG00000026443,ENSMUSG00000026443,Lrrn2,protein coding gene
ENSMUSG00000026447.16,97.79962899,3.002278293,0.383862038,7.821243048,5.23042E-15,1.21792E-13,ENSMUSG00000026447,ENSMUSG00000026447,Pik3c2b,protein coding gene
ENSMUSG00000026463.17,159.5302999,2.853821256,0.399578063,7.142086911,9.19244E-13,1.58332E-11,ENSMUSG00000026463,ENSMUSG00000026463,Atp2b4,protein coding gene
ENSMUSG00000026494.12,11.27855812,6.843490833,1.784231558,3.835539621,0.000125289,0.000566394,ENSMUSG00000026494,ENSMUSG00000026494,Kif26b,protein coding gene
ENSMUSG00000026565.18,67.96120515,2.189598603,0.411543822,5.320450667,1.03511E-07,8.67464E-07,ENSMUSG00000026565,ENSMUSG00000026565,Pou2f1,protein coding gene
ENSMUSG00000026604.17,209.8783371,2.328889371,0.319294764,7.293853943,3.01212E-13,5.52695E-12,ENSMUSG00000026604,ENSMUSG00000026604,Ptpn14,protein coding gene
ENSMUSG00000026605.14,5.10185375,5.680601838,1.902975087,2.985116241,0.002834706,0.008791384,ENSMUSG00000026605,ENSMUSG00000026605,Cenpf,protein coding gene
ENSMUSG00000026609.15,9.989312546,4.290063525,1.403688091,3.056279776,0.00224102,0.007141429,ENSMUSG00000026609,ENSMUSG00000026609,Ush2a,protein coding gene
ENSMUSG00000026620.11,23.93514371,2.355111772,0.758236022,3.106040473,0.001896108,0.006168469,ENSMUSG00000026620,ENSMUSG00000026620,Mark1,protein coding gene
ENSMUSG00000026640.12,526.3912663,2.914906075,0.240663582,12.11195332,9.12938E-34,1.42236E-31,ENSMUSG00000026640,ENSMUSG00000026640,Plxna2,protein coding gene
ENSMUSG00000026676.7,7.703102666,4.890898222,1.760909453,2.777484222,0.00547815,0.015566993,ENSMUSG00000026676,ENSMUSG00000026676,Ccdc3,protein coding gene
ENSMUSG00000026778.13,6.725435958,6.10024938,1.863794645,3.273026563,0.001064025,0.003759072,ENSMUSG00000026778,ENSMUSG00000026778,Prkcq,protein coding gene
ENSMUSG00000026779.6,4.450437597,5.482660645,1.921240859,2.853708122,0.004321221,0.01271803,ENSMUSG00000026779,ENSMUSG00000026779,Mastl,protein coding gene
ENSMUSG00000026786.14,32.01467206,2.287664799,0.843067784,2.713500435,0.006657648,0.018420855,ENSMUSG00000026786,ENSMUSG00000026786,Apbb1ip,protein coding gene
ENSMUSG00000026821.15,177.8131763,2.0696788,0.282888845,7.316226265,2.55041E-13,4.74067E-12,ENSMUSG00000026821,ENSMUSG00000026821,Ralgds,protein coding gene
ENSMUSG00000026825.17,136.0410139,3.097930188,0.383353763,8.081126329,6.41713E-16,1.66631E-14,ENSMUSG00000026825,ENSMUSG00000026825,Dnm1,protein coding gene
ENSMUSG00000026829.9,20.6667853,2.356270906,0.739625832,3.185760697,0.00144374,0.00487351,ENSMUSG00000026829,ENSMUSG00000026829,Gbgt1,protein coding gene
ENSMUSG00000026840.14,159.6387258,2.18982468,0.416390426,5.259065875,1.44789E-07,1.185E-06,ENSMUSG00000026840,ENSMUSG00000026840,Lamc3,protein coding gene
ENSMUSG00000026872.17,117.5271922,2.977273225,0.473292021,6.290562896,3.16317E-10,3.86114E-09,ENSMUSG00000026872,ENSMUSG00000026872,Zeb2,protein coding gene
ENSMUSG00000026875.14,27.40289289,2.845107347,0.817931971,3.478415625,0.000504387,0.00194077,ENSMUSG00000026875,ENSMUSG00000026875,Traf1,protein coding gene
ENSMUSG00000026883.17,165.8222433,2.120037642,0.33054524,6.413759399,1.41974E-10,1.81443E-09,ENSMUSG00000026883,ENSMUSG00000026883,Dab2ip,protein coding gene
ENSMUSG00000026885.13,3.771738974,5.230833752,2.054833404,2.545624254,0.010908253,0.028078349,ENSMUSG00000026885,ENSMUSG00000026885,Ttll11,protein coding gene
ENSMUSG00000026923.15,414.5598427,5.21757699,0.379673131,13.74228661,5.66577E-43,1.942E-40,ENSMUSG00000026923,ENSMUSG00000026923,Notch1,protein coding gene
ENSMUSG00000026925.16,70.25218654,2.799384778,0.441595363,6.339253109,2.30882E-10,2.87144E-09,ENSMUSG00000026925,ENSMUSG00000026925,Inpp5e,protein coding gene
ENSMUSG00000026928.14,29.11191145,2.801964797,0.644141327,4.349922412,1.36186E-05,7.6523E-05,ENSMUSG00000026928,ENSMUSG00000026928,Card9,protein coding gene
ENSMUSG00000026941.16,32.91908,2.356787,0.624813772,3.771983121,0.000161955,0.000712786,ENSMUSG00000026941,ENSMUSG00000026941,Mamdc4,protein coding gene
ENSMUSG00000026944.18,320.9313107,2.069176679,0.241162777,8.58000022,9.4873E-18,3.14494E-16,ENSMUSG00000026944,ENSMUSG00000026944,Abca2,protein coding gene
ENSMUSG00000026987.16,162.4536727,2.582853195,0.315852544,8.177401912,2.90029E-16,7.93054E-15,ENSMUSG00000026987,ENSMUSG00000026987,Baz2b,protein coding gene
ENSMUSG00000027009.18,39.66642252,3.59985938,0.778637576,4.623279806,3.7772E-06,2.38342E-05,ENSMUSG00000027009,ENSMUSG00000027009,Itga4,protein coding gene
ENSMUSG00000027068.6,14.10228807,7.163958228,1.696967353,4.221624072,2.42548E-05,0.000129778,ENSMUSG00000027068,ENSMUSG00000027068,Dhrs9,protein coding gene
ENSMUSG00000027070.14,89.60305589,3.504380105,0.587822598,5.961628758,2.49736E-09,2.65837E-08,ENSMUSG00000027070,ENSMUSG00000027070,Lrp2,protein coding gene
ENSMUSG00000027134.4,21.29548522,2.900373977,0.739726845,3.920871599,8.82293E-05,0.000412684,ENSMUSG00000027134,ENSMUSG00000027134,Lpcat4,protein coding gene
ENSMUSG00000027200.17,34.91075241,2.034737328,0.696065537,2.923197915,0.003464562,0.010454029,ENSMUSG00000027200,ENSMUSG00000027200,Sema6d,protein coding gene
ENSMUSG00000027204.13,265.4729681,2.571268318,0.28912783,8.893188597,5.93799E-19,2.28173E-17,ENSMUSG00000027204,ENSMUSG00000027204,Fbn1,protein coding gene
ENSMUSG00000027221.5,32.7182976,2.418392838,0.733182664,3.298486115,0.000972077,0.003473614,ENSMUSG00000027221,ENSMUSG00000027221,Chst1,protein coding gene
ENSMUSG00000027253.15,249.7557894,2.625332573,0.276363081,9.499577734,2.10743E-21,1.02606E-19,ENSMUSG00000027253,ENSMUSG00000027253,Lrp4,protein coding gene
ENSMUSG00000027254.13,79.69972611,3.658134469,0.50159906,7.292945217,3.03251E-13,5.55842E-12,ENSMUSG00000027254,ENSMUSG00000027254,Map1a,protein coding gene
ENSMUSG00000027263.12,31.87840622,2.255522425,0.589174131,3.828278104,0.000129043,0.000580913,ENSMUSG00000027263,ENSMUSG00000027263,Tubgcp4,protein coding gene
ENSMUSG00000027316.15,13.2332347,2.601924714,1.108569585,2.347100939,0.018920128,0.044552509,ENSMUSG00000027316,ENSMUSG00000027316,Gfra4,protein coding gene
ENSMUSG00000027322.11,100.9577395,5.248487074,0.637048948,8.23875008,1.74019E-16,4.91324E-15,ENSMUSG00000027322,ENSMUSG00000027322,Siglec1,protein coding gene
ENSMUSG00000027324.1,11.40629516,3.53802847,1.161539856,3.045981118,0.002319224,0.007367351,ENSMUSG00000027324,ENSMUSG00000027324,Rpusd2,protein coding gene
ENSMUSG00000027339.15,133.8256713,2.429974727,0.479139798,5.071535983,3.94618E-07,3.00042E-06,ENSMUSG00000027339,ENSMUSG00000027339,Rassf2,protein coding gene
ENSMUSG00000027347.18,18.59950294,2.812673678,1.111694356,2.530078221,0.01140371,0.029095844,ENSMUSG00000027347,ENSMUSG00000027347,Rasgrp1,protein coding gene
ENSMUSG00000027360.5,30.56048817,2.402329811,0.901168514,2.665794216,0.007680669,0.020864053,ENSMUSG00000027360,ENSMUSG00000027360,Hdc,protein coding gene
ENSMUSG00000027508.15,78.70700941,2.884127804,0.441870743,6.527084794,6.70621E-11,9.02127E-10,ENSMUSG00000027508,ENSMUSG00000027508,Pag1,protein coding gene
ENSMUSG00000027513.11,23.69034476,2.8135808,0.84372028,3.334731744,0.000853817,0.003098183,ENSMUSG00000027513,ENSMUSG00000027513,Pck1,protein coding gene
ENSMUSG00000027544.16,244.2013105,2.428535861,0.278193489,8.729664621,2.55429E-18,9.21588E-17,ENSMUSG00000027544,ENSMUSG00000027544,Nfatc2,protein coding gene
ENSMUSG00000027580.17,258.7388013,3.114837306,0.300746148,10.35703142,3.88843E-25,2.72E-23,ENSMUSG00000027580,ENSMUSG00000027580,Helz2,protein coding gene
ENSMUSG00000027612.7,4.98253751,5.655155911,1.878909932,3.009806812,0.002614139,0.008177447,ENSMUSG00000027612,ENSMUSG00000027612,Mmp24,protein coding gene
ENSMUSG00000027636.11,4.078982646,5.380319625,2.241124629,2.400723081,0.016362714,0.039524199,ENSMUSG00000027636,ENSMUSG00000027636,Sla2,protein coding gene
ENSMUSG00000027678.17,140.777538,2.348117572,0.390306068,6.016092926,1.78677E-09,1.93931E-08,ENSMUSG00000027678,ENSMUSG00000027678,Ncoa3,protein coding gene
ENSMUSG00000027692.16,13.61358939,2.171830549,0.847710365,2.561995982,0.010407252,0.027024165,ENSMUSG00000027692,ENSMUSG00000027692,Tnik,protein coding gene
ENSMUSG00000027718.8,3.267191542,5.056210067,2.101061386,2.406502781,0.016106081,0.038986726,ENSMUSG00000027718,ENSMUSG00000027718,Il21,protein coding gene
ENSMUSG00000027797.15,17.2593952,2.448803026,0.976806676,2.506947472,0.012177881,0.030800549,ENSMUSG00000027797,ENSMUSG00000027797,Dclk1,protein coding gene
ENSMUSG00000027799.12,217.2174919,3.019436336,0.299841766,10.07009921,7.49025E-24,4.601E-22,ENSMUSG00000027799,ENSMUSG00000027799,Nbea,protein coding gene
ENSMUSG00000027806.9,235.2275682,3.205856945,0.3435843,9.330626983,1.05246E-20,4.78439E-19,ENSMUSG00000027806,ENSMUSG00000027806,Tsc22d2,protein coding gene
ENSMUSG00000027827.16,32.50556815,2.66939043,0.595309007,4.484041734,7.32423E-06,4.37666E-05,ENSMUSG00000027827,ENSMUSG00000027827,Kcnab1,protein coding gene
ENSMUSG00000027840.5,172.1130768,4.574059269,0.498879241,9.168670281,4.7889E-20,2.06731E-18,ENSMUSG00000027840,ENSMUSG00000027840,Wnt2b,protein coding gene
ENSMUSG00000027878.11,437.4675213,3.984510112,0.386899184,10.2985746,7.15131E-25,4.76884E-23,ENSMUSG00000027878,ENSMUSG00000027878,Notch2,protein coding gene
ENSMUSG00000027951.16,85.84535025,2.072708723,0.375112308,5.525568418,3.28421E-08,2.98118E-07,ENSMUSG00000027951,ENSMUSG00000027951,Adar,protein coding gene
ENSMUSG00000027981.14,49.0341512,2.165467341,0.483061253,4.482800734,7.36697E-06,4.3976E-05,ENSMUSG00000027981,ENSMUSG00000027981,Rnpc3,protein coding gene
ENSMUSG00000027985.14,9.682258385,6.623034769,1.747752385,3.789458294,0.000150976,0.000668414,ENSMUSG00000027985,ENSMUSG00000027985,Lef1,protein coding gene
ENSMUSG00000028028.11,14.69147335,3.336869807,1.072251484,3.112021625,0.001858109,0.006059446,ENSMUSG00000028028,ENSMUSG00000028028,Alpk1,protein coding gene
ENSMUSG00000028053.13,337.8147428,2.585366677,0.262632261,9.844055973,7.27187E-23,3.98164E-21,ENSMUSG00000028053,ENSMUSG00000028053,Ash1l,protein coding gene
ENSMUSG00000028071.12,13.60222105,4.817337662,1.512451305,3.185119181,0.001446944,0.004883365,ENSMUSG00000028071,ENSMUSG00000028071,Sh2d2a,protein coding gene
ENSMUSG00000028078.14,11.9080182,2.437032586,1.027718561,2.371303466,0.017725471,0.042256102,ENSMUSG00000028078,ENSMUSG00000028078,Dclk2,protein coding gene
ENSMUSG00000028080.15,224.5864046,2.118816771,0.336891569,6.28931373,3.18872E-10,3.88485E-09,ENSMUSG00000028080,ENSMUSG00000028080,Lrba,protein coding gene
ENSMUSG00000028106.13,197.9454194,2.003983019,0.326763553,6.132822961,8.63332E-10,9.91675E-09,ENSMUSG00000028106,ENSMUSG00000028106,Rprd2,protein coding gene
ENSMUSG00000028176.11,156.6466122,2.638369552,0.387679303,6.805546577,1.00666E-11,1.52405E-10,ENSMUSG00000028176,ENSMUSG00000028176,Lrrc7,protein coding gene
ENSMUSG00000028188.13,5.353242228,4.360303937,1.838763898,2.371323443,0.017724513,0.042256102,ENSMUSG00000028188,ENSMUSG00000028188,Spata1,protein coding gene
ENSMUSG00000028282.12,23.11173466,2.266647355,0.713997368,3.174587832,0.001500495,0.005033368,ENSMUSG00000028282,ENSMUSG00000028282,Casp8ap2,protein coding gene
ENSMUSG00000028328.13,3.342053619,5.060640754,2.038933486,2.482003846,0.013064587,0.032719697,ENSMUSG00000028328,ENSMUSG00000028328,Tmod1,protein coding gene
ENSMUSG00000028337.14,19.31308358,3.739813279,1.004370339,3.723540148,0.000196449,0.000844217,ENSMUSG00000028337,ENSMUSG00000028337,Coro2a,protein coding gene
ENSMUSG00000028341.9,28.53759653,2.895862764,0.913165103,3.171236783,0.001517914,0.005081853,ENSMUSG00000028341,ENSMUSG00000028341,Nr4a3,protein coding gene
ENSMUSG00000028344.12,36.37522942,2.280325719,0.547436339,4.165462823,3.10722E-05,0.000162154,ENSMUSG00000028344,ENSMUSG00000028344,Invs,protein coding gene
ENSMUSG00000028358.15,32.60967926,2.755721734,0.651155161,4.23205082,2.3157E-05,0.000124331,ENSMUSG00000028358,ENSMUSG00000028358,Zfp618,protein coding gene
ENSMUSG00000028364.15,6.725165949,6.084576986,1.943227925,3.131170002,0.001741113,0.005736102,ENSMUSG00000028364,ENSMUSG00000028364,Tnc,protein coding gene
ENSMUSG00000028370.7,20.16030164,4.338051521,1.004298389,4.319484696,1.56394E-05,8.69938E-05,ENSMUSG00000028370,ENSMUSG00000028370,Pappa,protein coding gene
ENSMUSG00000028402.17,83.05603199,3.0600364,0.521442888,5.868401834,4.40016E-09,4.53185E-08,ENSMUSG00000028402,ENSMUSG00000028402,Mpdz,protein coding gene
ENSMUSG00000028458.12,127.6969411,2.618746315,0.525927647,4.979290077,6.38179E-07,4.70414E-06,ENSMUSG00000028458,ENSMUSG00000028458,Tesk1,protein coding gene
ENSMUSG00000028476.13,22.5978914,2.078590564,0.727362865,2.857707844,0.004267131,0.012582603,ENSMUSG00000028476,ENSMUSG00000028476,Reck,protein coding gene
ENSMUSG00000028483.13,60.24382812,2.49729423,0.447675233,5.578361376,2.42795E-08,2.24072E-07,ENSMUSG00000028483,ENSMUSG00000028483,Snapc3,protein coding gene
ENSMUSG00000028487.18,28.66250049,4.724324121,0.911994839,5.180209274,2.21637E-07,1.75853E-06,ENSMUSG00000028487,ENSMUSG00000028487,Bnc2,protein coding gene
ENSMUSG00000028542.17,553.8548528,2.403513595,0.359912928,6.67804184,2.42156E-11,3.4831E-10,ENSMUSG00000028542,ENSMUSG00000028542,Slc6a9,protein coding gene
ENSMUSG00000028553.12,3.688291051,5.221723166,2.038038644,2.562131578,0.01040319,0.027018757,ENSMUSG00000028553,ENSMUSG00000028553,Angptl3,protein coding gene
ENSMUSG00000028599.10,92.12910415,2.167372773,0.516356308,4.197436416,2.69953E-05,0.000143013,ENSMUSG00000028599,ENSMUSG00000028599,Tnfrsf1b,protein coding gene
ENSMUSG00000028630.8,58.83702267,2.606979535,0.450449761,5.787503424,7.14402E-09,7.18511E-08,ENSMUSG00000028630,ENSMUSG00000028630,Dyrk2,protein coding gene
ENSMUSG00000028634.16,179.003768,2.443800811,0.288679092,8.465458293,2.55147E-17,8.0119E-16,ENSMUSG00000028634,ENSMUSG00000028634,Hivep3,protein coding gene
ENSMUSG00000028649.17,902.6694621,2.322317162,0.244030126,9.516518302,1.79078E-21,8.89579E-20,ENSMUSG00000028649,ENSMUSG00000028649,Macf1,protein coding gene
ENSMUSG00000028664.14,19.98230317,2.221118604,0.699442065,3.175557655,0.001495488,0.005019521,ENSMUSG00000028664,ENSMUSG00000028664,Ephb2,protein coding gene
ENSMUSG00000028763.17,1872.154169,3.180386533,0.224595252,14.16052433,1.6079E-45,7.6545E-43,ENSMUSG00000028763,ENSMUSG00000028763,Hspg2,protein coding gene
ENSMUSG00000028782.14,23.14927911,3.691926395,0.965428952,3.824130598,0.000131234,0.000589694,ENSMUSG00000028782,ENSMUSG00000028782,Adgrb2,protein coding gene
ENSMUSG00000028862.6,39.09458718,2.101231523,0.551435853,3.81047317,0.000138701,0.000619833,ENSMUSG00000028862,ENSMUSG00000028862,Map3k6,protein coding gene
ENSMUSG00000028909.17,50.87726425,2.223089578,0.476147507,4.668909416,3.02803E-06,1.95606E-05,ENSMUSG00000028909,ENSMUSG00000028909,Ptpru,protein coding gene
ENSMUSG00000028926.15,19.32570847,3.698753479,0.92644156,3.992430433,6.53995E-05,0.000314569,ENSMUSG00000028926,ENSMUSG00000028926,Cdk14,protein coding gene
ENSMUSG00000028944.14,63.99806937,2.060191677,0.407156278,5.059953115,4.1936E-07,3.17026E-06,ENSMUSG00000028944,ENSMUSG00000028944,Prkag2,protein coding gene
ENSMUSG00000028977.16,175.7489602,3.498119873,0.338277725,10.34097019,4.59858E-25,3.19071E-23,ENSMUSG00000028977,ENSMUSG00000028977,Casz1,protein coding gene
ENSMUSG00000028979.17,3.253415302,5.025684177,2.05814231,2.441854556,0.014612032,0.035923254,ENSMUSG00000028979,ENSMUSG00000028979,Masp2,protein coding gene
ENSMUSG00000028989.3,19.192886,3.718193885,1.022268446,3.637199113,0.000275619,0.001136563,ENSMUSG00000028989,ENSMUSG00000028989,Angptl7,protein coding gene
ENSMUSG00000028991.15,343.3967484,2.115907332,0.259954289,8.139536155,3.96795E-16,1.06587E-14,ENSMUSG00000028991,ENSMUSG00000028991,Mtor,protein coding gene
ENSMUSG00000029004.15,256.06708,4.439093601,0.441244074,10.0604039,8.26585E-24,5.02341E-22,ENSMUSG00000029004,ENSMUSG00000029004,Kmt2e,protein coding gene
ENSMUSG00000029028.14,78.57421604,2.055090601,0.401613326,5.117087675,3.10289E-07,2.39735E-06,ENSMUSG00000029028,ENSMUSG00000029028,Lrrc47,protein coding gene
ENSMUSG00000029050.15,469.4055732,2.052606227,0.276782573,7.415951829,1.20754E-13,2.3437E-12,ENSMUSG00000029050,ENSMUSG00000029050,Ski,protein coding gene
ENSMUSG00000029072.3,32.09625679,4.98612475,0.895201375,5.569835894,2.54979E-08,2.34811E-07,ENSMUSG00000029072,ENSMUSG00000029072,Tas1r3,protein coding gene
ENSMUSG00000029074.14,43.23112067,2.9107591,0.638451097,4.55909484,5.13746E-06,3.16143E-05,ENSMUSG00000029074,ENSMUSG00000029074,Ttll10,protein coding gene
ENSMUSG00000029094.11,72.25669452,2.233964065,0.455467757,4.904768847,9.35374E-07,6.65716E-06,ENSMUSG00000029094,ENSMUSG00000029094,Afap1,protein coding gene
ENSMUSG00000029097.10,25.31740556,3.518409568,0.817938095,4.301559725,1.696E-05,9.36105E-05,ENSMUSG00000029097,ENSMUSG00000029097,Trmt44,protein coding gene
ENSMUSG00000029104.15,207.1671958,2.053313856,0.274188131,7.488704386,6.95568E-14,1.3813E-12,ENSMUSG00000029104,ENSMUSG00000029104,Htt,protein coding gene
ENSMUSG00000029108.14,19.56263255,2.098655834,0.719651673,2.916210595,0.003543113,0.010645488,ENSMUSG00000029108,ENSMUSG00000029108,Pcdh7,protein coding gene
ENSMUSG00000029135.10,142.9722616,2.277675596,0.341357322,6.672408794,2.51638E-11,3.59982E-10,ENSMUSG00000029135,ENSMUSG00000029135,Fosl2,protein coding gene
ENSMUSG00000029165.16,65.67164787,2.218141353,0.497283744,4.460514503,8.17631E-06,4.8236E-05,ENSMUSG00000029165,ENSMUSG00000029165,Agbl5,protein coding gene
ENSMUSG00000029167.13,28.39191633,2.282712424,0.637256721,3.582092347,0.000340853,0.001373188,ENSMUSG00000029167,ENSMUSG00000029167,Ppargc1a,protein coding gene
