gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,Input,Symbol,Feature Type
ENSMUSG00000021076.5,243.5137916,-2.460606489,0.231948841,-10.60840172,2.72368186170163E-26,1.17702367297741E-24,ENSMUSG00000021076,ENSMUSG00000021076,Actr10,protein coding gene
ENSMUSG00000021094.9,317.9044884,-2.555104419,0.232677896,-10.98129415,4.70139838840069E-28,2.34610973386881E-26,ENSMUSG00000021094,ENSMUSG00000021094,Dhrs7,protein coding gene
ENSMUSG00000021102.3,208.5744071,-2.001511863,0.244284278,-8.19337158,2.54008452072534E-16,4.32826272112865E-15,ENSMUSG00000021102,ENSMUSG00000021102,Glrx5,protein coding gene
ENSMUSG00000021116.9,366.5889744,-2.774009178,0.235676457,-11.77041276,5.54525260473214E-32,3.70136781345799E-30,ENSMUSG00000021116,ENSMUSG00000021116,Eif2s1,protein coding gene
ENSMUSG00000021131.13,215.4728182,-4.26020309,0.323359439,-13.17482211,1.22515876936353E-39,1.41088476082913E-37,ENSMUSG00000021131,ENSMUSG00000021131,Erh,protein coding gene
ENSMUSG00000021149.7,251.4955096,-2.243014565,0.267811869,-8.375336675,5.50662214610649E-17,9.97521984098928E-16,ENSMUSG00000021149,ENSMUSG00000021149,Gtpbp4,protein coding gene
ENSMUSG00000021208.9,24.82613736,-2.336473854,0.615068651,-3.798720436,0.000145445,0.000507387,ENSMUSG00000021208,ENSMUSG00000021208,Ifi27l2b,protein coding gene
ENSMUSG00000021211.3,63.94741432,-2.836683355,0.416048633,-6.818153282,9.22182217014266E-12,9.60637032127336E-11,ENSMUSG00000021211,ENSMUSG00000021211,Akr1c12,protein coding gene
ENSMUSG00000021248.8,1823.15020155576,-2.635479335,0.140074453,-18.81484647,5.70735465288973E-79,5.20088896390938E-76,ENSMUSG00000021248,ENSMUSG00000021248,Tmed10,protein coding gene
ENSMUSG00000021273.9,280.7090561,-2.006393761,0.232115862,-8.643932158,5.4310809679989E-18,1.07793585235122E-16,ENSMUSG00000021273,ENSMUSG00000021273,Fdft1,protein coding gene
ENSMUSG00000021282.16,1783.94671525324,-2.239038429,0.159295274,-14.05589994,7.08751614259187E-45,1.16052539712956E-42,ENSMUSG00000021282,ENSMUSG00000021282,Eif5,protein coding gene
ENSMUSG00000021290.5,319.88117081376,-2.065477988,0.232931921,-8.867303266,7.49386142241673E-19,1.61422242088831E-17,ENSMUSG00000021290,ENSMUSG00000021290,Atp5mj,protein coding gene
ENSMUSG00000021361.6,218.2157753,-2.490905205,0.262582363,-9.486186251,2.3964166074076E-21,6.65623011992163E-20,ENSMUSG00000021361,ENSMUSG00000021361,Tmem14c,protein coding gene
ENSMUSG00000021388.13,52.11557614,-2.199718156,0.452891576,-4.857052489,1.19146018766943E-06,6.25546444723537E-06,ENSMUSG00000021388,ENSMUSG00000021388,Aspn,protein coding gene
ENSMUSG00000021477.8,4825.47327100653,-3.012277354,0.188054955,-16.01806957,9.55715469823429E-58,3.51418254947882E-55,ENSMUSG00000021477,ENSMUSG00000021477,Ctsl,protein coding gene
ENSMUSG00000021520.4,274.96253,-3.452520271,0.32083286,-10.76111802,5.25289690613316E-27,2.41437425999221E-25,ENSMUSG00000021520,ENSMUSG00000021520,Uqcrb,protein coding gene
ENSMUSG00000021537.8,115.48681330459,-2.616275609,0.341317792,-7.665218966,1.78526364593988E-14,2.48597709269461E-13,ENSMUSG00000021537,ENSMUSG00000021537,Cetn3,protein coding gene
ENSMUSG00000021546.17,1737.44346239297,-2.129173677,0.15469009,-13.76412462,4.1892777991774E-43,5.92799420308176E-41,ENSMUSG00000021546,ENSMUSG00000021546,Hnrnpk,protein coding gene
ENSMUSG00000021578.16,277.5881431,-2.132308296,0.229615533,-9.286428808,1.59551881257859E-20,4.058310533111E-19,ENSMUSG00000021578,ENSMUSG00000021578,Ccdc127,protein coding gene
ENSMUSG00000021643.14,36.26775145,-2.595450089,0.59550621,-4.35839299,1.31020958314536E-05,5.68897506798086E-05,ENSMUSG00000021643,ENSMUSG00000021643,Serf1,protein coding gene
ENSMUSG00000021660.14,914.5975636,-3.482346652,0.187108421,-18.61138391,2.59819111792659E-77,2.01686991261568E-74,ENSMUSG00000021660,ENSMUSG00000021660,Btf3,protein coding gene
ENSMUSG00000021665.7,136.0527340224,-2.525113515,0.306905565,-8.227656344,1.90911864404735E-16,3.28785683324474E-15,ENSMUSG00000021665,ENSMUSG00000021665,Hexb,protein coding gene
ENSMUSG00000021731.9,106.1641159,-2.37448499,0.377963221,-6.282317586,3.33562551404524E-10,2.90570969031065E-09,ENSMUSG00000021731,ENSMUSG00000021731,Mrps30,protein coding gene
ENSMUSG00000021737.3,440.2789718,-2.190898978,0.220431493,-9.939137756,2.8125097692635E-23,9.40149796714413E-22,ENSMUSG00000021737,ENSMUSG00000021737,Psmd6,protein coding gene
ENSMUSG00000021748.8,363.9316946,-2.620744394,0.212459971,-12.33523843,5.85154526035069E-35,4.80951125928197E-33,ENSMUSG00000021748,ENSMUSG00000021748,Pdhb,protein coding gene
ENSMUSG00000021760.3,105.2660065,-2.554662974,0.333152327,-7.668152867,1.74490856949752E-14,2.43647826169876E-13,ENSMUSG00000021760,ENSMUSG00000021760,Gpx8,protein coding gene
ENSMUSG00000021764.6,225.4715091,-2.310876736,0.237497691,-9.730101915,2.24368050308365E-22,6.84502178517178E-21,ENSMUSG00000021764,ENSMUSG00000021764,Ndufs4,protein coding gene
ENSMUSG00000021771.13,686.2496373,-2.323761179,0.187882664,-12.3681511,3.88665038907829E-35,3.24543049819489E-33,ENSMUSG00000021771,ENSMUSG00000021771,Vdac2,protein coding gene
ENSMUSG00000021785.7,220.161304,-2.122425726,0.265983257,-7.979546336,1.46872103172639E-15,2.30238774150736E-14,ENSMUSG00000021785,ENSMUSG00000021785,Ngly1,protein coding gene
ENSMUSG00000021807.5,472.8524953,-2.296938996,0.199951032,-11.48750758,1.5244698517912E-30,9.34250398353559E-29,ENSMUSG00000021807,ENSMUSG00000021807,Rtraf,protein coding gene
ENSMUSG00000021811.6,86.73710691,-3.057178018,0.384423244,-7.952635718,1.82584632807176E-15,2.83046695192723E-14,ENSMUSG00000021811,ENSMUSG00000021811,Dnajc9,protein coding gene
ENSMUSG00000021831.8,908.9309357,-2.206981663,0.205498512,-10.7396479,6.62967465121059E-27,3.01412908925646E-25,ENSMUSG00000021831,ENSMUSG00000021831,Ero1a,protein coding gene
ENSMUSG00000021832.7,308.0798912,-2.625216158,0.224493241,-11.69396523,1.3684499734478E-31,8.9629196854664E-30,ENSMUSG00000021832,ENSMUSG00000021832,Psmc6,protein coding gene
ENSMUSG00000021877.11,1441.44670027104,-2.577436492,0.19876054,-12.96754626,1.86918674719879E-38,1.97860025426966E-36,ENSMUSG00000021877,ENSMUSG00000021877,Arf4,protein coding gene
ENSMUSG00000021880.6,31.42010042,-2.588782124,0.584899106,-4.426031941,9.59823182097056E-06,4.26386902788728E-05,ENSMUSG00000021880,ENSMUSG00000021880,Rnase6,protein coding gene
ENSMUSG00000021963.16,363.44346860408,-2.270932062,0.265633791,-8.549108364,1.2404301634915E-17,2.38296753406219E-16,ENSMUSG00000021963,ENSMUSG00000021963,Sap18,protein coding gene
ENSMUSG00000021973.8,246.87430580025,-2.144808647,0.257344376,-8.334390997,7.78981013463124E-17,1.39305998815475E-15,ENSMUSG00000021973,ENSMUSG00000021973,Micu2,protein coding gene
ENSMUSG00000021996.16,454.6972077,-2.281559781,0.210971601,-10.81453507,2.93778491812126E-27,1.37439808256481E-25,ENSMUSG00000021996,ENSMUSG00000021996,Esd,protein coding gene
ENSMUSG00000022033.9,14.93085998,-4.241550133,1.032740212,-4.107083355,4.00686660431101E-05,0.000157413,ENSMUSG00000022033,ENSMUSG00000022033,Pbk,protein coding gene
ENSMUSG00000022051.15,457.1587594,-2.65496526,0.20197497,-13.14502118,1.81754627573108E-39,2.05287625335463E-37,ENSMUSG00000022051,ENSMUSG00000022051,Bnip3l,protein coding gene
ENSMUSG00000022110.13,255.1408293,-2.551290861,0.232178917,-10.98846913,4.34228598110352E-28,2.18773970860453E-26,ENSMUSG00000022110,ENSMUSG00000022110,Sucla2,protein coding gene
ENSMUSG00000022132.15,146.5841749,-2.601952526,0.295357549,-8.809500662,1.257045458434E-18,2.63200956676506E-17,ENSMUSG00000022132,ENSMUSG00000022132,Cldn10,protein coding gene
ENSMUSG00000022186.14,414.0076949,-2.447638543,0.220146485,-11.11822675,1.02284729731005E-28,5.3863961066134E-27,ENSMUSG00000022186,ENSMUSG00000022186,Oxct1,protein coding gene
ENSMUSG00000022193.6,318.7062515,-2.048248866,0.243182072,-8.422696836,3.67915607633834E-17,6.77604852407515E-16,ENSMUSG00000022193,ENSMUSG00000022193,Psmb5,protein coding gene
ENSMUSG00000022205.15,319.8685031,-2.193367654,0.255688011,-8.578296819,9.62882167752777E-18,1.87382055282548E-16,ENSMUSG00000022205,ENSMUSG00000022205,Sub1,protein coding gene
ENSMUSG00000022235.14,52.66911836,-2.101208328,0.448763416,-4.68221841,2.8378687447162E-06,1.39001848610673E-05,ENSMUSG00000022235,ENSMUSG00000022235,Cmbl,protein coding gene
ENSMUSG00000022247.12,171.0220323,-2.250526905,0.267283606,-8.419996058,3.76496975181138E-17,6.92800711397847E-16,ENSMUSG00000022247,ENSMUSG00000022247,Brix1,protein coding gene
ENSMUSG00000022270.15,781.7174523,-2.622827217,0.262594493,-9.988127264,1.7179665511524E-23,5.80755821703276E-22,ENSMUSG00000022270,ENSMUSG00000022270,Retreg1,protein coding gene
ENSMUSG00000022300.9,127.0534889,-2.534494136,0.336383227,-7.534543742,4.90045220294325E-14,6.50054289376503E-13,ENSMUSG00000022300,ENSMUSG00000022300,Dcaf13,protein coding gene
ENSMUSG00000022323.11,136.3214055,-3.584411334,0.353897357,-10.12839248,4.13389447954209E-24,1.48106486148244E-22,ENSMUSG00000022323,ENSMUSG00000022323,Rida,protein coding gene
ENSMUSG00000022336.2,596.34688266297,-2.822752624,0.242075648,-11.66062199,2.02557259921086E-31,1.31030790453273E-29,ENSMUSG00000022336,ENSMUSG00000022336,Eif3e,protein coding gene
ENSMUSG00000022337.6,120.6551354,-2.139980952,0.341674827,-6.263209301,3.77133873513755E-10,3.2662598574276E-09,ENSMUSG00000022337,ENSMUSG00000022337,Emc2,protein coding gene
ENSMUSG00000022338.6,234.7881723,-2.878788576,0.24413691,-11.79169744,4.30770237474482E-32,2.9030589733851E-30,ENSMUSG00000022338,ENSMUSG00000022338,Eny2,protein coding gene
ENSMUSG00000022339.8,89.79370115,-2.100227083,0.462104241,-4.544920595,5.495596736411E-06,2.56245187983177E-05,ENSMUSG00000022339,ENSMUSG00000022339,Ebag9,protein coding gene
ENSMUSG00000022370.13,241.5882893,-2.220575386,0.228843885,-9.703450847,2.91470209854815E-22,8.81518633239116E-21,ENSMUSG00000022370,ENSMUSG00000022370,Mrpl13,protein coding gene
ENSMUSG00000022400.8,285.1912199,-2.20935722,0.231173238,-9.557149619,1.21044500704669E-21,3.43763101662487E-20,ENSMUSG00000022400,ENSMUSG00000022400,Rbx1,protein coding gene
ENSMUSG00000022404.7,241.4220126,-2.740510225,0.247979349,-11.05136471,2.15907461622139E-28,1.11733444151566E-26,ENSMUSG00000022404,ENSMUSG00000022404,Slc25a17,protein coding gene
ENSMUSG00000022427.3,249.4002938,-2.510952695,0.26845392,-9.35338437,8.4887090136749E-21,2.22115920371551E-19,ENSMUSG00000022427,ENSMUSG00000022427,Tomm22,protein coding gene
ENSMUSG00000022512.2,15.89081622,-2.527433954,0.789092439,-3.202963089,0.001360214,0.003797619,ENSMUSG00000022512,ENSMUSG00000022512,Cldn1,protein coding gene
ENSMUSG00000022674.14,41.58189315,-2.448718368,0.552723369,-4.43027834,9.41115384165791E-06,4.185197822349E-05,ENSMUSG00000022674,ENSMUSG00000022674,Ube2v2,protein coding gene
ENSMUSG00000022679.13,48.69107779,-2.336375057,0.479585614,-4.871653752,1.10667990949485E-06,5.83519603096917E-06,ENSMUSG00000022679,ENSMUSG00000022679,Mpv17l,protein coding gene
ENSMUSG00000022698.17,559.8140185,-2.088237739,0.236631591,-8.824847662,1.09608910927563E-18,2.31581972190604E-17,ENSMUSG00000022698,ENSMUSG00000022698,Naa50,protein coding gene
ENSMUSG00000022722.18,43.29904797,-2.140115627,0.473003116,-4.524527545,6.05305695024309E-06,2.79748667299107E-05,ENSMUSG00000022722,ENSMUSG00000022722,Arl6,protein coding gene
ENSMUSG00000022744.12,165.8412857127,-2.117375187,0.273330498,-7.74657494,9.44043078725523E-15,1.3561479703227E-13,ENSMUSG00000022744,ENSMUSG00000022744,Cldnd1,protein coding gene
ENSMUSG00000022774.12,216.1780805,-2.806002835,0.249826219,-11.23181883,2.84559716046792E-29,1.56949660226966E-27,ENSMUSG00000022774,ENSMUSG00000022774,Ncbp2,protein coding gene
ENSMUSG00000022797.15,216.906147,-2.042279,0.279666888,-7.302541305,2.82382579051592E-13,3.46716840910505E-12,ENSMUSG00000022797,ENSMUSG00000022797,Tfrc,protein coding gene
ENSMUSG00000022800.13,274.3093396,-2.539052418,0.25921055,-9.795328244,1.1791380607723E-22,3.69963392450998E-21,ENSMUSG00000022800,ENSMUSG00000022800,Fyttd1,protein coding gene
ENSMUSG00000022820.3,161.4627682,-2.100643854,0.267302143,-7.858686922,3.88181118174362E-15,5.82800003998313E-14,ENSMUSG00000022820,ENSMUSG00000022820,Ndufb4,protein coding gene
ENSMUSG00000022858.15,458.1791688,-2.104916239,0.262555998,-8.017018291,1.08342992931246E-15,1.7176707933782E-14,ENSMUSG00000022858,ENSMUSG00000022858,Tra2b,protein coding gene
ENSMUSG00000022863.14,133.67284,-2.19199174,0.332736261,-6.58777536,4.46465453951748E-11,4.36042378815223E-10,ENSMUSG00000022863,ENSMUSG00000022863,Btg3,protein coding gene
ENSMUSG00000022881.14,24.81564095,-3.042660431,0.719289604,-4.230090931,2.33596867339051E-05,9.64530485137739E-05,ENSMUSG00000022881,ENSMUSG00000022881,Rfc4,protein coding gene
ENSMUSG00000022884.14,1628.25117497607,-2.594258196,0.153642261,-16.8850561,5.79611907163914E-64,2.82513627029034E-61,ENSMUSG00000022884,ENSMUSG00000022884,Eif4a2,protein coding gene
ENSMUSG00000022912.8,255.0960245,-2.437421156,0.316950645,-7.69022306,1.46878727655308E-14,2.0632917244823E-13,ENSMUSG00000022912,ENSMUSG00000022912,Pros1,protein coding gene
ENSMUSG00000022940.16,114.4176443,-2.642617329,0.3385456,-7.80579435,5.91279289910732E-15,8.70268443626336E-14,ENSMUSG00000022940,ENSMUSG00000022940,Pigp,protein coding gene
ENSMUSG00000022951.15,1655.33261903792,-3.212093103,0.171793369,-18.69742189,5.19567872306491E-78,4.3558492142687E-75,ENSMUSG00000022951,ENSMUSG00000022951,Rcan1,protein coding gene
ENSMUSG00000022972.9,91.87683441,-2.066397042,0.370047605,-5.584138407,2.34861614055144E-08,1.60759783441599E-07,ENSMUSG00000022972,ENSMUSG00000022972,Cfap298,protein coding gene
ENSMUSG00000022993.6,30.95365827,-2.461533359,0.684751409,-3.594783926,0.000324661,0.001047501,ENSMUSG00000022993,ENSMUSG00000022993,Spmip11,protein coding gene
ENSMUSG00000023070.6,16.84479336,-3.968800866,0.922571766,-4.301888496,1.69348532509702E-05,7.20922524749842E-05,ENSMUSG00000023070,ENSMUSG00000023070,Rgn,protein coding gene
ENSMUSG00000023074.11,109.4620967,-3.40536097,0.379446582,-8.974546435,2.84521607261264E-19,6.43983624901603E-18,ENSMUSG00000023074,ENSMUSG00000023074,Mospd1,protein coding gene
ENSMUSG00000023089.12,194.0517274,-2.954833355,0.288703097,-10.23485159,1.3840722155355E-24,5.18940421563658E-23,ENSMUSG00000023089,ENSMUSG00000023089,Ndufa5,protein coding gene
ENSMUSG00000023122.6,88.48087854,-2.735244829,0.368976968,-7.413050309,1.23427037027548E-13,1.57930846706983E-12,ENSMUSG00000023122,ENSMUSG00000023122,Sult1c2,protein coding gene
ENSMUSG00000023156.4,165.2550393,-2.219560122,0.286510233,-7.746879063,9.41785736399513E-15,1.35476233693874E-13,ENSMUSG00000023156,ENSMUSG00000023156,Rpp14,protein coding gene
ENSMUSG00000023832.13,71.51874379,-2.693691742,0.472317873,-5.703133202,1.17624991477466E-08,8.40826124275651E-08,ENSMUSG00000023832,ENSMUSG00000023832,Acat2,protein coding gene
ENSMUSG00000023882.15,21.23632107,-2.337845969,0.720046427,-3.24679893,0.001167108,0.003314106,ENSMUSG00000023882,ENSMUSG00000023882,Zfp54,protein coding gene
ENSMUSG00000023905.14,423.6527061,-3.643099988,0.239454833,-15.21414268,2.8492757401862E-52,7.55923673905855E-50,ENSMUSG00000023905,ENSMUSG00000023905,Tnfrsf12a,protein coding gene
ENSMUSG00000023913.17,94.2020634,-2.197865852,0.358612247,-6.128808672,8.85395200366629E-10,7.32320363239312E-09,ENSMUSG00000023913,ENSMUSG00000023913,Pla2g7,protein coding gene
ENSMUSG00000023921.8,254.5483719,-2.061872151,0.239239342,-8.618449358,6.78668836334646E-18,1.33560752495191E-16,ENSMUSG00000023921,ENSMUSG00000023921,Mmut,protein coding gene
ENSMUSG00000023963.9,301.2248032,-2.676211543,0.250807531,-10.67037952,1.4005317114567E-26,6.17973560850969E-25,ENSMUSG00000023963,ENSMUSG00000023963,Cyp39a1,protein coding gene
ENSMUSG00000024056.9,6.935119933,-2.942270725,1.272754764,-2.311734207,0.020792335,0.041718031,ENSMUSG00000024056,ENSMUSG00000024056,Ndc80,protein coding gene
ENSMUSG00000024072.8,272.8116494,-3.152657258,0.258180205,-12.21107274,2.71288431847935E-34,2.16195218368855E-32,ENSMUSG00000024072,ENSMUSG00000024072,Yipf4,protein coding gene
ENSMUSG00000024084.7,70.25345103,-2.151667892,0.394437403,-5.45503007,4.89645587718196E-08,3.18611669450037E-07,ENSMUSG00000024084,ENSMUSG00000024084,Qpct,protein coding gene
ENSMUSG00000024097.10,380.93045511835,-2.211513317,0.221560724,-9.981522324,1.83627555753735E-23,6.1776082520747E-22,ENSMUSG00000024097,ENSMUSG00000024097,Srsf7,protein coding gene
ENSMUSG00000024099.14,414.0423096,-2.600308203,0.212579983,-12.23214043,2.09348437427298E-34,1.68758996155336E-32,ENSMUSG00000024099,ENSMUSG00000024099,Ndufv2,protein coding gene
ENSMUSG00000024145.6,26.39839537,-3.883099141,0.785240606,-4.945107413,7.61018909303166E-07,4.112995183106E-06,ENSMUSG00000024145,ENSMUSG00000024145,Pigf,protein coding gene
ENSMUSG00000024146.9,171.618357,-2.131860184,0.270245135,-7.888616313,3.05555364471448E-15,4.62392410394012E-14,ENSMUSG00000024146,ENSMUSG00000024146,Cript,protein coding gene
ENSMUSG00000024228.12,47.71230138,-2.26529477,0.49312182,-4.593783279,4.35281440368072E-06,2.06264158007561E-05,ENSMUSG00000024228,ENSMUSG00000024228,Nudt12,protein coding gene
ENSMUSG00000024248.13,925.6711445,-2.040839712,0.197001895,-10.3594928,3.78966203633962E-25,1.51002902318711E-23,ENSMUSG00000024248,ENSMUSG00000024248,Cox7a2l,protein coding gene
ENSMUSG00000024253.8,101.9155485,-2.010803204,0.363440594,-5.532687431,3.15361161913317E-08,2.11306093111932E-07,ENSMUSG00000024253,ENSMUSG00000024253,Dync2li1,protein coding gene
ENSMUSG00000024258.3,72.57253179,-2.189595575,0.507134013,-4.317587692,1.57743744703221E-05,6.76104528677873E-05,ENSMUSG00000024258,ENSMUSG00000024258,Polr2d,protein coding gene
ENSMUSG00000024309.14,182.06285106421,-3.031289132,0.269781415,-11.23609325,2.71116815239424E-29,1.49929744870794E-27,ENSMUSG00000024309,ENSMUSG00000024309,Pfdn6,protein coding gene
ENSMUSG00000024317.14,133.8404928,-2.262007077,0.30171373,-7.497196367,6.51972717841645E-14,8.55647851799814E-13,ENSMUSG00000024317,ENSMUSG00000024317,Rnf138,protein coding gene
ENSMUSG00000024359.8,3131.79214813592,-2.12640333,0.143811153,-14.78608079,1.8014224962129E-49,4.19511267756957E-47,ENSMUSG00000024359,ENSMUSG00000024359,Hspa9,protein coding gene
ENSMUSG00000024480.7,358.8373761,-2.784614498,0.210557424,-13.22496468,6.29668080738816E-40,7.37274486268428E-38,ENSMUSG00000024480,ENSMUSG00000024480,Ap3s1,protein coding gene
ENSMUSG00000024516.12,1193.07053057891,-2.025710185,0.164062658,-12.34717397,5.0452743607979E-35,4.17960100110527E-33,ENSMUSG00000024516,ENSMUSG00000024516,Sec11c,protein coding gene
ENSMUSG00000024521.7,57.66724727,-4.198727583,0.570392163,-7.36112425,1.82367717780689E-13,2.29702223375328E-12,ENSMUSG00000024521,ENSMUSG00000024521,Pmaip1,protein coding gene
ENSMUSG00000024539.17,99.16659923,-2.262354905,0.320274615,-7.063797124,1.62013234992527E-12,1.8354785903829E-11,ENSMUSG00000024539,ENSMUSG00000024539,Ptpn2,protein coding gene
ENSMUSG00000024614.6,197.2444488,-2.430871568,0.264401262,-9.193872777,3.78946737855731E-20,9.24603571445665E-19,ENSMUSG00000024614,ENSMUSG00000024614,Tmx3,protein coding gene
ENSMUSG00000024640.9,761.2920504,-2.154417629,0.214472898,-10.04517424,9.64770287574663E-24,3.33742248750193E-22,ENSMUSG00000024640,ENSMUSG00000024640,Psat1,protein coding gene
ENSMUSG00000024645.4,83.2191649,-2.895848846,0.372367704,-7.776852866,7.43509958499497E-15,1.07842389067065E-13,ENSMUSG00000024645,ENSMUSG00000024645,Timm21,protein coding gene
ENSMUSG00000024646.13,429.68582520711,-2.03685423,0.187493137,-10.86362021,1.71800495278113E-27,8.14653072518997E-26,ENSMUSG00000024646,ENSMUSG00000024646,Cyb5a,protein coding gene
ENSMUSG00000024659.14,332.9023978,-2.642615819,0.279002343,-9.471661739,2.75426669494089E-21,7.59561521832449E-20,ENSMUSG00000024659,ENSMUSG00000024659,Anxa1,protein coding gene
ENSMUSG00000024675.19,25.61154181,-2.232243049,0.911148016,-2.449923622,0.014288652,0.030092028,ENSMUSG00000024675,ENSMUSG00000024675,Ms4a4c,protein coding gene
ENSMUSG00000024682.3,3.851537642,-5.206932096,1.926017526,-2.703470776,0.006861948,0.015854875,ENSMUSG00000024682,ENSMUSG00000024682,Cblif,protein coding gene
ENSMUSG00000024747.3,53.85296799,-2.47127156,0.45801992,-5.395554756,6.8312155223577E-08,4.33077574510269E-07,ENSMUSG00000024747,ENSMUSG00000024747,Aldh1a7,protein coding gene
ENSMUSG00000024774.15,22.50529503,-3.296131143,0.77436445,-4.256563097,2.07593468581937E-05,8.6655078829094E-05,ENSMUSG00000024774,ENSMUSG00000024774,Ankrd22,protein coding gene
ENSMUSG00000024803.8,111.3667072,-2.745737039,0.491016378,-5.591945934,2.24538745680575E-08,1.54399854682388E-07,ENSMUSG00000024803,ENSMUSG00000024803,Ankrd1,protein coding gene
ENSMUSG00000024878.8,38.56872253,-2.670698563,0.558782606,-4.779494804,1.75736214035343E-06,8.94428195718009E-06,ENSMUSG00000024878,ENSMUSG00000024878,Zng1,protein coding gene
ENSMUSG00000024997.7,370.5488418,-2.296784058,0.214414241,-10.71190072,8.95050112172907E-27,4.00840925235726E-25,ENSMUSG00000024997,ENSMUSG00000024997,Prdx3,protein coding gene
ENSMUSG00000025016.10,1475.85274554304,-2.368990062,0.181776728,-13.03241668,8.00320178579674E-39,8.7364117827351E-37,ENSMUSG00000025016,ENSMUSG00000025016,Tm9sf3,protein coding gene
ENSMUSG00000025037.6,107.0206328,-2.214907293,0.338145359,-6.550163219,5.74742313664201E-11,5.51557882421612E-10,ENSMUSG00000025037,ENSMUSG00000025037,Maoa,protein coding gene
ENSMUSG00000025040.13,194.7013535,-2.053325908,0.273265527,-7.514031978,5.73335701790601E-14,7.55282399360729E-13,ENSMUSG00000025040,ENSMUSG00000025040,Fundc1,protein coding gene
ENSMUSG00000025059.16,16.69798426,-2.618977784,0.777539895,-3.368287339,0.000756367,0.002245107,ENSMUSG00000025059,ENSMUSG00000025059,Gk,protein coding gene
ENSMUSG00000025068.7,296.1025564,-2.468547284,0.230965688,-10.68793942,1.15917701045245E-26,5.15821464162904E-25,ENSMUSG00000025068,ENSMUSG00000025068,Gsto1,protein coding gene
ENSMUSG00000025193.14,43.49701205,-2.097564062,0.490549407,-4.275948629,1.90325110842509E-05,7.99884499327882E-05,ENSMUSG00000025193,ENSMUSG00000025193,Cutc,protein coding gene
ENSMUSG00000025240.8,331.0640978,-2.43602357,0.276582159,-8.807594737,1.2785973441232E-18,2.67446324705371E-17,ENSMUSG00000025240,ENSMUSG00000025240,Sacm1l,protein coding gene
ENSMUSG00000025270.13,364.540202,-2.78231345,0.28826522,-9.651922098,4.82428788358104E-22,1.42612482019711E-20,ENSMUSG00000025270,ENSMUSG00000025270,Alas2,protein coding gene
ENSMUSG00000025283.15,739.0540939,-2.593071923,0.20762724,-12.48907377,8.56448867912626E-36,7.6384305628003E-34,ENSMUSG00000025283,ENSMUSG00000025283,Sat1,protein coding gene
ENSMUSG00000025290.16,3521.98721094611,-2.081875972,0.545863559,-3.813912725,0.000136784,0.00048029,ENSMUSG00000025290,ENSMUSG00000025290,Rps24,protein coding gene
ENSMUSG00000025351.13,1785.65747923173,-3.222739323,0.15500797,-20.79079761,5.24321184974879E-96,9.99022519626226E-93,ENSMUSG00000025351,ENSMUSG00000025351,Cd63,protein coding gene
ENSMUSG00000025381.2,754.3853524,-2.270096989,0.170851957,-13.28692411,2.75679695400035E-40,3.35928531156357E-38,ENSMUSG00000025381,ENSMUSG00000025381,Cnpy2,protein coding gene
ENSMUSG00000025451.15,268.5437394,-2.156083883,0.222057231,-9.709586463,2.74448321054234E-22,8.31237335401112E-21,ENSMUSG00000025451,ENSMUSG00000025451,Paip1,protein coding gene
ENSMUSG00000025544.13,978.2897312,-2.51876609,0.177401492,-14.19811105,9.41152238436597E-46,1.64380081378272E-43,ENSMUSG00000025544,ENSMUSG00000025544,Tm9sf2,protein coding gene
ENSMUSG00000025607.15,185.38226997022,-2.240854516,0.250841272,-8.93335655,4.13275084758469E-19,9.09856355194616E-18,ENSMUSG00000025607,ENSMUSG00000025607,Copg2,protein coding gene
ENSMUSG00000025613.13,638.12092186429,-2.029558704,0.172214369,-11.78507178,4.66022963538374E-32,3.12056718619833E-30,ENSMUSG00000025613,ENSMUSG00000025613,Cct8,protein coding gene
ENSMUSG00000025630.8,212.6672924,-3.570823007,0.365574816,-9.767694189,1.54938096646935E-22,4.77551112885751E-21,ENSMUSG00000025630,ENSMUSG00000025630,Hprt1,protein coding gene
ENSMUSG00000025666.16,40.13344494,-3.216276587,0.554736702,-5.797843508,6.71730893204637E-09,4.93819985642792E-08,ENSMUSG00000025666,ENSMUSG00000025666,Tmem47,protein coding gene
ENSMUSG00000025724.12,357.123089,-2.169440448,0.266395578,-8.14368041,3.83440485187119E-16,6.42408403600067E-15,ENSMUSG00000025724,ENSMUSG00000025724,Sec11a,protein coding gene
ENSMUSG00000025742.5,180.1944383,-2.180984079,0.294804202,-7.398076635,1.38171108763571E-13,1.75937318868511E-12,ENSMUSG00000025742,ENSMUSG00000025742,Prps2,protein coding gene
ENSMUSG00000025794.8,3292.5024662874,-2.075134431,0.18293044,-11.34384432,7.95705233004453E-30,4.59426610979073E-28,ENSMUSG00000025794,ENSMUSG00000025794,Rpl14,protein coding gene
ENSMUSG00000025804.4,44.51125027,-2.946295711,0.501501934,-5.87494387,4.22986644777332E-09,3.20628466108069E-08,ENSMUSG00000025804,ENSMUSG00000025804,Ccr1,protein coding gene
ENSMUSG00000025869.11,251.0903102,-2.090091677,0.265095821,-7.884287541,3.16335116760599E-15,4.78014975644225E-14,ENSMUSG00000025869,ENSMUSG00000025869,Nop16,protein coding gene
