gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000001.4,700.463823403379,0.364430922984804,0.231601547520869,1.57352542280386,0.115597206393388,0.239603649932121
ENSMUSG00000000028.14,22.14214985224,0.636695213226421,0.804349970507154,0.791564911508577,0.428614413247598,0.593633209539883
ENSMUSG00000000031.15,1.31694544920208,2.67696490255312,3.2741419806317,0.817608069041842,0.413581018570586,NA
ENSMUSG00000000037.16,1.01449059469691,2.30371550352423,4.33859626981868,0.530981764666595,0.595431415722725,NA
ENSMUSG00000000056.7,150.646324790872,-0.544157874048603,0.385191430536966,-1.41269465234477,0.157745524628077,0.2997202787527
ENSMUSG00000000058.6,207.680347296609,1.73419983294885,0.393816358899834,4.40357489920814,1.06481497785959E-05,0.00011296731860157
ENSMUSG00000000078.6,342.092676207481,1.5669514702791,0.433158738646459,3.61749938411848,0.00029746303823783,0.00202699447810387
ENSMUSG00000000085.16,149.41076754719,0.374245536641681,0.351719107633843,1.06404664551603,0.287307569146376,0.45460966067386
ENSMUSG00000000088.6,407.390546337085,-1.1248277966767,0.261023063848521,-4.30930424343449,1.63768944683204E-05,0.000164079505260985
ENSMUSG00000000093.6,38.4400501778871,0.85144291607254,0.630231680874667,1.35099986546355,0.17669547579019,0.32520065219713
ENSMUSG00000000094.12,8.47860711120478,1.8306807431718,1.47162268018494,1.24398785627695,0.213504032357774,0.371343028376042
ENSMUSG00000000120.6,8.24109777604739,5.32329179997852,1.87227759355747,2.84321716944968,0.00446606279587444,0.0191627220667596
ENSMUSG00000000126.11,41.7169051097356,0.652575655542865,0.590456496759633,1.1052053100002,0.269070636520061,0.435580593283932
ENSMUSG00000000127.14,63.3777984061204,0.100586271863457,0.478669173814949,0.210137350316073,0.83356047489099,0.904749224596912
ENSMUSG00000000131.15,361.566105202021,-0.241858024654816,0.260977198151146,-0.926740061462163,0.354061512016654,0.524768558580883
ENSMUSG00000000134.17,229.367866137497,0.659739616100645,0.370371920746938,1.78128950696406,0.0748651677928792,0.173506786009232
ENSMUSG00000000142.15,87.7609358482324,1.40202480706238,0.486203913577901,2.88361481244585,0.00393139305910052,0.017270670728033
ENSMUSG00000000148.17,109.218586504825,0.373716256366486,0.45603512822883,0.819490063885961,0.412506868611406,0.579359665423276
ENSMUSG00000000149.10,325.850993253241,0.0839857747039097,0.268719793379615,0.3125403367115,0.754629912950366,0.850604830608624
ENSMUSG00000000154.16,65.2878935933612,-0.756287687393455,0.47955007242455,-1.57707762104956,0.114777665826648,0.238274525651915
ENSMUSG00000000157.15,12.481667975403,-1.50083406052855,1.03421634960358,-1.45117997902839,0.146729750343956,0.285533031669945
ENSMUSG00000000159.15,194.151805771916,-0.710438640663676,0.358415805253512,-1.98216325912629,0.0474609713215834,0.12311888632522
ENSMUSG00000000167.14,10.4821183573528,0.0582431634501768,1.18476662519689,0.0491600305169786,0.960791763757889,0.978572770566928
ENSMUSG00000000168.9,273.130508417636,0.127630856365676,0.293305878602838,0.43514591993057,0.663456513966246,0.786579829932306
ENSMUSG00000000171.4,668.639367595417,-0.485574437582212,0.24224906334842,-2.00444299296969,0.0450226277787769,0.118286262899799
ENSMUSG00000000184.12,1546.22796122211,1.52770058649752,0.242295116273315,6.30512331405905,2.87964533809668E-10,7.99883075170786E-09
ENSMUSG00000000194.13,441.439324812047,0.468096654850423,0.252152551240143,1.85640261241942,0.0633961926537714,0.152784707407679
ENSMUSG00000000197.7,21.617103700241,-0.132491681047264,0.776037477163396,-0.170728456996114,0.864437285887152,0.922400092992552
ENSMUSG00000000202.9,7.39914243682645,-1.1979747769289,1.56436352725097,-0.765790531459197,0.443800949021765,0.607124718673073
ENSMUSG00000000204.15,24.6935434905471,1.39337768571232,0.793827609401606,1.75526483232633,0.0792140189179171,0.180939933686264
ENSMUSG00000000214.11,9.50980827448954,-1.43609882078962,1.12388041752118,-1.27780393572215,0.201318566340318,0.356325994025018
ENSMUSG00000000215.11,20071.9063916513,-2.32573372430619,0.255328197349278,-9.10880094110675,8.32974516959748E-20,1.01558816106246E-17
ENSMUSG00000000216.8,1.14723290878463,2.47557196940752,3.52022430760247,0.703242678047858,0.481904526637412,NA
ENSMUSG00000000223.13,6.17893100813164,4.90685797691385,1.9973643966479,2.45666638753993,0.014023284596972,0.0478203659341666
ENSMUSG00000000244.17,33.1811740953972,1.50129790237922,0.716085277268681,2.0965350776454,0.0360347516087049,0.0995628860530785
ENSMUSG00000000248.16,3.46018383951875,4.06973556806144,2.35100749097799,1.73106022999888,0.0834410226244835,NA
ENSMUSG00000000253.12,23.7552198447163,-0.12310030608451,0.739908914999946,-0.166372243378793,0.867864016088753,0.924376362812092
ENSMUSG00000000266.11,105.288989734057,0.525327266572977,0.398009423000472,1.31988650573319,0.186872913619721,0.338236345880162
ENSMUSG00000000275.16,446.65587936725,0.0663860875049571,0.262764035395033,0.25264525795988,0.800542353458876,0.882316688848006
ENSMUSG00000000276.11,57.6817447914713,0.625197191111102,0.523353138843203,1.19459910471352,0.232243699214355,0.393570259012887
ENSMUSG00000000278.10,417.315675609471,1.36834940423792,0.271417590840814,5.04149123127563,4.61918025953423E-07,6.82329982419548E-06
ENSMUSG00000000282.12,110.49297695624,0.499403591060486,0.412917184763558,1.20945218433196,0.2264891705594,0.38659006458461
ENSMUSG00000000290.13,317.509213068256,1.11265710034189,0.397728421632835,2.79752977112872,0.00514950212820075,0.0215219221565169
ENSMUSG00000000295.12,214.958299544665,-1.85114389286887,0.346723337659243,-5.33896537039039,9.34784953547499E-08,1.56952770272541E-06
ENSMUSG00000000296.7,160.020275672474,-2.21005262395346,0.378258929150674,-5.84269782848435,5.13621346838576E-09,1.11825526749882E-07
ENSMUSG00000000301.16,62.4848616874263,-1.29237222343152,0.548136393624738,-2.35775664316917,0.0183857414844528,0.0593269549121697
ENSMUSG00000000303.12,1327.8492629246,0.514190693196554,0.230716205377889,2.22867176735315,0.0258357520689192,0.0773218788316407
ENSMUSG00000000305.12,3.68417221437495,1.56510985828424,1.99678408080157,0.783815272433441,0.433148511075796,0.597771345280921
ENSMUSG00000000308.14,198.244679925191,-0.724399383118385,0.314268902843872,-2.30503042637427,0.0211648694277682,0.066179360905529
ENSMUSG00000000317.11,20.1059494534422,1.25875549029456,0.894636772732478,1.40700173373151,0.159426874677117,0.302115236824623
ENSMUSG00000000318.16,172.443051469709,0.958761270744892,0.336419455098295,2.84989841168597,0.00437331949755067,0.0188566686714304
ENSMUSG00000000320.10,52.5093741517149,3.03051106887525,0.696237434035877,4.3526976872075,1.34472522378214E-05,0.000138312101213153
ENSMUSG00000000325.15,157.131369929265,-0.175816889121254,0.357374558025055,-0.491968119087334,0.622741881297911,0.75653091274407
ENSMUSG00000000326.12,400.080182700757,0.118669920627766,0.272671011202041,0.43521282333836,0.663407955526837,0.786579829932306
ENSMUSG00000000339.14,88.8609925957967,-0.583551128083817,0.412829007877081,-1.41354196761669,0.157496430750089,0.299455914908189
ENSMUSG00000000340.10,904.085840560543,-1.59456269192066,0.234358390966199,-6.80394964885485,1.01789127649149E-11,3.68346500739499E-10
ENSMUSG00000000346.8,961.447020504432,0.572288835697572,0.228566215506254,2.50382076121794,0.0122860257464888,0.043100499143199
ENSMUSG00000000355.13,258.046639312542,-0.635882433851922,0.286062231601302,-2.22288146985506,0.026223793588747,0.078173242125567
ENSMUSG00000000359.3,31.6959311694873,-0.422862850964547,0.704905609662868,-0.599885779270203,0.548582360423122,0.69783550663776
ENSMUSG00000000365.8,2.35636924762167,-0.638111943943213,2.37826486431791,-0.268309873099952,0.788460807128422,NA
ENSMUSG00000000374.7,444.165366178281,-0.0362194263385802,0.26586198573751,-0.13623394197597,0.89163634347971,0.938720428040744
ENSMUSG00000000378.15,344.576594921862,-0.169860763290827,0.287900225789171,-0.589998715093805,0.55519151094229,0.70308288977591
ENSMUSG00000000384.15,466.725312204771,-0.500301691359511,0.371448785561789,-1.3468927906248,0.178014763770906,0.326604237269227
ENSMUSG00000000385.7,198.916988465008,1.27955262015841,0.34317908768894,3.72852736679051,0.000192601995602979,0.00139905665916921
ENSMUSG00000000386.14,16.4089679182833,3.92778396613688,1.37532347610687,2.85589829183697,0.00429152584643584,0.0185658570661746
ENSMUSG00000000392.17,33.3688064491228,0.259196195763472,0.67640551259382,0.383196456766784,0.701574104984318,0.813754084449428
ENSMUSG00000000394.15,3593.04427073808,-0.123972632758916,0.254859293835074,-0.486435597044156,0.626658357124004,0.759193989177976
ENSMUSG00000000399.10,455.016885032676,-0.942126044458714,0.250105094242565,-3.76692065114432,0.000165273501390903,0.00122697189557181
ENSMUSG00000000402.2,8.97688721490595,1.56838181953293,1.28254508006649,1.2228668168542,0.221380003626084,0.380902416139104
ENSMUSG00000000409.14,30.8196528622697,2.08918340532129,0.850282513239088,2.4570461849941,0.0140084675940532,0.0477801186498263
ENSMUSG00000000416.16,19.3458398367293,2.14644947624904,1.00801247552997,2.12938780853931,0.0332221882829736,0.0936793603069084
ENSMUSG00000000420.15,1040.9404192231,-0.278020047981872,0.231558407721476,-1.2006476064401,0.229887925884688,0.390999423250596
ENSMUSG00000000439.9,101.079545527122,-0.144971171300617,0.397366067353347,-0.364830274175639,0.715238104898936,0.823321687919754
ENSMUSG00000000440.12,73.7839090869157,0.218703346238314,0.481230930548816,0.454466519824267,0.649493084048926,0.775941847472543
ENSMUSG00000000441.17,105.794739295323,1.69965500898601,0.578988279069224,2.93556030481025,0.00332945888009269,0.015058137076595
ENSMUSG00000000486.13,77.1215512523864,1.05112924192846,0.520123488619291,2.02092246346875,0.0432877921319204,0.11492200111601
ENSMUSG00000000489.6,226.768480519445,-0.209870809034474,0.303995001532347,-0.690375854788988,0.489957856712272,0.647476407277765
ENSMUSG00000000530.16,273.538336860613,0.419646608264731,0.304261945542528,1.37922804482323,0.167824453806501,0.313702113993014
ENSMUSG00000000531.4,103.701765395183,-0.453943905295344,0.386339204511788,-1.17498793804524,0.239999541515861,0.40296533188839
ENSMUSG00000000532.10,156.450002619434,0.473981514752461,0.411944506282679,1.15059554751584,0.249898665600055,0.413973019414807
ENSMUSG00000000538.18,346.897832864748,-0.214277333099474,0.271979621379904,-0.787843339189626,0.430788347124293,0.595811108369987
ENSMUSG00000000552.9,129.251604263404,0.0818328934156271,0.364465718872519,0.224528369002107,0.822346195078683,0.897733121564649
ENSMUSG00000000555.6,222.777366909987,1.17775666586951,0.312221618547887,3.7721816680957,0.000161826359216099,0.00120931060517453
ENSMUSG00000000561.14,322.756358490065,-0.240145205179044,0.336427307052499,-0.713810086591958,0.475344621697436,0.634459979276156
ENSMUSG00000000562.5,1.82419074655054,3.14829444144455,2.90539788648239,1.08360182131758,0.27854138294845,NA
ENSMUSG00000000563.17,1601.68354943846,-0.872058896373354,0.221833200555787,-3.93114688959306,8.45415969140231E-05,0.000682827228042212
ENSMUSG00000000567.5,319.408552341415,-0.919177428708754,0.266627819628496,-3.44741756501434,0.000565973095342812,0.00347970270022637
ENSMUSG00000000568.15,385.640180705127,-0.0197752304365444,0.259706173868718,-0.0761446296865503,0.939304033826394,0.967687611628922
ENSMUSG00000000579.14,27.3079523163795,-0.00952699824356121,0.690979905129114,-0.0137876632487323,0.988999384900919,0.994016502896612
ENSMUSG00000000581.8,263.931975301477,-0.415973238695124,0.29337562551415,-1.41788615862725,0.156224004087101,0.297913618629842
ENSMUSG00000000594.7,509.755525732972,0.332165024173308,0.257848460736627,1.28821798363415,0.197670093569186,0.351203045254218
ENSMUSG00000000600.15,160.715562917743,0.540031308671118,0.349642208000042,1.54452550726099,0.12246107685795,0.249904476399961
ENSMUSG00000000605.9,398.147636378368,0.0398418089376487,0.26221546640899,0.151943016494326,0.879231879901368,0.93124714679391
ENSMUSG00000000627.15,5.03367846291339,-0.408779669767945,1.78450798556608,-0.229071359206203,0.818813453668578,0.8951095413923
ENSMUSG00000000628.10,82.998305636979,0.231093448334453,0.433350306703753,0.533271685192169,0.593845525067624,0.733342545564616
ENSMUSG00000000631.20,1100.37026572802,-0.147184412553539,0.215735648816568,-0.682244280724713,0.495084499164027,0.652015690700987
ENSMUSG00000000673.8,13.4254489403431,2.58364716440689,1.24951369213179,2.06772217117442,0.0386661558425274,0.105175659877134
ENSMUSG00000000682.7,156.557982587999,1.76138421760616,0.443004019556473,3.97600053238709,7.00839682105706E-05,0.000577354935622424
ENSMUSG00000000686.11,8.11096060471162,2.86938081058122,1.59629306439745,1.79752758097983,0.072251903562631,0.168708407700015
ENSMUSG00000000690.5,32.2323662915673,0.40765638394248,0.715881534905751,0.569446708799591,0.569053026251814,0.714523328790581
ENSMUSG00000000693.10,46.5891881733528,0.607213154816996,0.553738665620259,1.09656990294661,0.272829450193804,0.439823717002826
ENSMUSG00000000706.15,1.25057429215822,2.60523638110612,3.40334911802232,0.76549195829196,0.443978653228312,NA
ENSMUSG00000000708.14,419.072361154972,0.135351251046043,0.300023181331603,0.451135977044536,0.651891549367595,0.777788677538057
